"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"HGNC Symbol","HGNC ID","IUPHAR Name","IUPHAR ID","GtP URL"
"NOD1","16390","nucleotide binding oligomerization domain containing 1","1762","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1762"
"NOD2","5331","nucleotide binding oligomerization domain containing 2","1763","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1763"
"NOG","7866","Noggin","10975","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=10975"
"NOS1","7872","Neuronal NOS","1251","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1251"
"NOS2","7873","Inducible NOS","1250","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1250"
"NOS3","7876","Endothelial NOS","1249","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1249"
"NOTCH1","7881","notch receptor 1","2861","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2861"
"NOTCH2","7882","notch receptor 2","2859","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2859"
"NOTCH3","7883","notch receptor 3","2860","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2860"
"NOTCH4","7884","notch receptor 4","2862","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2862"
"NOX1","7889","NADPH oxidase 1","3001","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3001"
"NOX3","7890","NADPH oxidase 3","3003","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3003"
"NOX4","7891","NADPH oxidase 4","3004","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3004"
"NOX5","14874","NADPH oxidase 5","3005","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3005"
"NPB","30099","neuropeptide B-29","1502","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1502"
"NPBWR1","4522","NPBW1 receptor","303","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=303"
"NPBWR2","4530","NPBW2 receptor","304","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=304"
"NPC1","7897","NPC intracellular cholesterol transporter 1","3051","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3051"
"NPC1L1","7898","NPC1 like intracellular cholesterol transporter 1","2629","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2629"
"NPEPL1","16244","Aminopeptidase-like 1","1563","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1563"
"NPEPPS","7900","Puromycin-sensitive aminopeptidase","1575","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1575"
"NPFF","7901","neuropeptide AF","3735","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3735"
"NPFFR1","17425","NPFF1 receptor","300","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=300"
"NPFFR2","4525","NPFF2 receptor","301","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=301"
"NPPA","7939","atrial natriuretic peptide","4869","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4869"
"NPPB","7940","brain natriuretic peptide","4890","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4890"
"NPPC","7941","C-type natriuretic peptide","4896","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4896"
"NPR1","7943","Guanylyl cyclase-A","1747","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1747"
"NPR2","7944","Guanylyl cyclase-B","1748","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1748"
"NPR3","7945","natriuretic peptide receptor 3","1749","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1749"
"NPS","33940","neuropeptide S","1490","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1490"
"NPSR1","23631","NPS receptor","302","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=302"
"NPTN","17867","neuroplastin","3149","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3149"
"NPVF","13782","RFRP-1","5340","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5340"
"NPW","30509","neuropeptide W-30","1496","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1496"
"NPY","7955","neuropeptide Y","1504","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1504"
"NPY1R","7956","Y<sub>1</sub> receptor","305","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=305"
"NPY2R","7957","Y<sub>2</sub> receptor","306","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=306"
"NPY4R","9329","Y<sub>4</sub> receptor","307","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=307"
"NPY5R","7958","Y<sub>5</sub> receptor","308","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=308"
"NPY6R","7959","y<sub>6</sub> receptor","683","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=683"
"NR0B1","7960","DAX1","635","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=635"
"NR0B2","7961","SHP","636","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=636"
"NR1D1","7962","Rev-Erb-&alpha;","596","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=596"
"NR1D2","7963","Rev-Erb-&beta;","597","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=597"
"NR1H2","7965","Liver X receptor-&beta;","601","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=601"
"NR1H3","7966","Liver X receptor-&alpha;","602","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=602"
"NR1H4","7967","Farnesoid X receptor","603","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=603"
"NR1H5P","32673","Farnesoid X receptor-&beta;","604","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=604"
"NR1I2","7968","Pregnane X receptor","606","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=606"
"NR1I3","7969","Constitutive androstane receptor","607","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=607"
"NR2C1","7971","Testicular receptor 2","613","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=613"
"NR2C2","7972","Testicular receptor 4","614","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=614"
"NR2E1","7973","TLX","615","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=615"
"NR2E3","7974","PNR","616","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=616"
"NR2F1","7975","COUP-TF1","617","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=617"
"NR2F2","7976","COUP-TF2","618","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=618"
"NR2F6","7977","V-erbA-related gene","619","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=619"
"NR3C1","7978","Glucocorticoid receptor","625","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=625"
"NR3C2","7979","Mineralocorticoid receptor","626","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=626"
"NR4A1","7980","Nerve Growth factor IB","629","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=629"
"NR4A2","7981","Nuclear receptor related 1","630","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=630"
"NR4A3","7982","Neuron-derived orphan receptor 1","631","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=631"
"NR5A1","7983","Steroidogenic factor 1","632","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=632"
"NR5A2","7984","Liver receptor homolog-1","633","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=633"
"NR6A1","7985","Germ cell nuclear factor","634","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=634"
"NRAS","7989","NRAS","2823","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2823"
"NRBP1","7993","nuclear receptor binding protein 1","2126","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2126"
"NRBP2","19339","nuclear receptor binding protein 2","2127","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2127"
"NRG1","7997","neuregulin-1","5027","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5027"
"NRG2","7998","neuregulin-2","5029","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5029"
"NRG3","7999","neuregulin-3","5030","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5030"
"NRG4","29862","neuregulin-4","5031","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5031"
"NRK","25391","Nik related kinase","2128","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2128"
"NRP1","8004","neuropilin 1","2998","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2998"
"NRTN","8007","neurturin","5032","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5032"
"NSD1","14234","nuclear receptor binding SET domain protein 1","2696","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2696"
"NSD2","12766","nuclear receptor binding SET domain protein 2","3220","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3220"
"NSMAF","8017","neutral sphingomyelinase activation associated factor","2495","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2495"
"NT5C","17144","5'(3')-nucleotidase","1238","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1238"
"NT5C1A","17819","5'-nucleotidase IA","1234","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1234"
"NT5C1B","17818","5'-nucleotidase IB","1235","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1235"
"NT5C2","8022","5'-nucleotidase II","1236","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1236"
"NT5C3A","17820","5'-nucleotidase III","1237","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1237"
"NT5E","8021","Ecto-5'-Nucleotidase","1232","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1232"
"NT5M","15769","Mitochondrial 5'-nucleotidase","1239","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1239"
"NTF3","8023","neurotrophin-3","5033","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5033"
"NTF4","8024","neurotrophin-4","5034","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5034"
"NTN1","8029","netrin 1","12847","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=12847"
"NTRK1","8031","neurotrophic receptor tyrosine kinase 1","1817","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1817"
"NTRK2","8032","neurotrophic receptor tyrosine kinase 2","1818","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1818"
"NTRK3","8033","neurotrophic receptor tyrosine kinase 3","1819","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1819"
"NTS","8038","large neurotensin","1577","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1577"
"NTSR1","8039","NTS<sub>1</sub> receptor","309","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=309"
"NTSR2","8040","NTS<sub>2</sub> receptor","310","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=310"
"NUAK1","14311","NUAK family kinase 1","2129","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2129"
"NUAK2","29558","NUAK family, SNF1-like kinase, 2","2130","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2130"
"NUCB1","8043","nucleobindin 1","2871","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2871"
"NUDT7","8054","nudix hydrolase 7","3085","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3085"
"OBSCN","15719","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF","2131","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2131"
"OCRL","8108","OCRL","1460","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1460"
"ODC1","8109","Ornithine decarboxylase","1276","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1276"
"OGA","7056","O-GlcNAcase","3101","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3101"
"OGG1","8125","8-oxoguanine DNA glycosylase","3060","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3060"
"OPN1LW","9936","<i>OPN1LW</i>","2961","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2961"
"OPN1MW","4206","<i>OPN1MW</i>","2962","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2962"
"OPN1SW","1012","<i>OPN1SW</i>","2960","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2960"
"OPN3","14007","<i>OPN3</i>","160","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=160"
"OPN4","14449","<i>OPN4</i>","2758","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2758"
"OPN5","19992","<i>OPN5</i>","161","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=161"
"OPRD1","8153","&delta; receptor","317","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=317"
"OPRK1","8154","&kappa; receptor","318","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=318"
"OPRL1","8155","NOP receptor","320","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=320"
"OPRM1","8156","&mu; receptor","319","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=319"
"OR51E1","15194","<i>OR51E1</i>","653","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=653"
"ORAI1","25896","Orai1","2964","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2964"
"ORAI2","21667","Orai2","2965","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2965"
"ORAI3","28185","Orai3","2966","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2966"
"OSM","8506","oncostatin M","5035","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5035"
"OSMR","8507","Oncostatin M-specific receptor, &beta; subunit","1714","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1714"
"OSTN","29961","osteocrin","5036","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5036"
"OTUB1","23077","OTU deubiquitinase, ubiquitin aldehyde binding 1","3208","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3208"
"OTULIN","25118","otulin","2910","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2910"
"OXER1","24884","OXE receptor","271","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=271"
"OXGR1","4531","oxoglutarate receptor","162","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=162"
"OXSR1","8508","oxidative stress responsive kinase 1","2132","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2132"
"OXT","8528","oxytocin","2174","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2174"
"OXTR","8529","OT receptor","369","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=369"
"P2RX1","8533","P2X1","478","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=478"
"P2RX2","15459","P2X2","479","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=479"
"P2RX3","8534","P2X3","480","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=480"
"P2RX4","8535","P2X4","481","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=481"
"P2RX5","8536","P2X5","482","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=482"
"P2RX6","8538","P2X6","483","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=483"
"P2RX7","8537","P2X7","484","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=484"
"P2RY1","8539","P2Y<sub>1</sub> receptor","323","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=323"
"P2RY10","19906","<i>P2RY10</i>","165","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=165"
"P2RY11","8540","P2Y<sub>11</sub> receptor","327","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=327"
"P2RY12","18124","P2Y<sub>12</sub> receptor","328","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=328"
"P2RY13","4537","P2Y<sub>13</sub> receptor","329","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=329"
"P2RY14","16442","P2Y<sub>14</sub> receptor","330","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=330"
"P2RY2","8541","P2Y<sub>2</sub> receptor","324","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=324"
"P2RY4","8542","P2Y<sub>4</sub> receptor","325","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=325"
"P2RY6","8543","P2Y<sub>6</sub> receptor","326","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=326"
"P2RY8","15524","<i>P2RY8</i>","164","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=164"
"PADI1","18367","peptidyl arginine deiminase 1","2894","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2894"
"PADI3","18337","peptidyl arginine deiminase 3","2878","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2878"
"PADI4","18368","peptidyl arginine deiminase 4","2877","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2877"
"PAFAH2","8579","platelet activating factor acetylhydrolase 2","2508","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2508"
"PAH","8582","L-Phenylalanine hydroxylase ","1240","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1240"
"PAK1","8590","p21 (RAC1) activated kinase 1","2133","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2133"
"PAK2","8591","p21 (RAC1) activated kinase 2","2134","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2134"
"PAK3","8592","p21 (RAC1) activated kinase 3","2135","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2135"
"PAK4","16059","p21 (RAC1) activated kinase 4","2136","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2136"
"PAK5","15916","p21 (RAC1) activated kinase 5","2138","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2138"
"PAK6","16061","p21 (RAC1) activated kinase 6","2137","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2137"
"PANX1","8599","Px1","735","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=735"
"PANX2","8600","Px2","736","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=736"
"PANX3","20573","Px3","737","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=737"
"PARP1","270","poly(ADP-ribose) polymerase 1","2771","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2771"
"PARP10","25895","poly(ADP-ribose) polymerase family member 10","3267","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3267"
"PARP11","1186","poly(ADP-ribose) polymerase family member 11","3268","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3268"
"PARP14","29232","poly(ADP-ribose) polymerase family member 14","3269","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3269"
"PARP15","26876","poly(ADP-ribose) polymerase family member 15","3270","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3270"
"PARP2","272","poly(ADP-ribose) polymerase 2","2772","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2772"
"PARP3","273","poly (ADP-ribose) polymerase 3","2864","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2864"
"PASK","17270","PAS domain containing serine/threonine kinase","2139","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2139"
"PBK","18282","PDZ binding kinase","2140","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2140"
"PBRM1","30064","polybromo 1","2738","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2738"
"PC","8636","Pyruvate carboxylase","1262","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1262"
"PCCA","8653","Propionyl-CoA carboxylase &alpha; subunit","1266","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1266"
"PCCB","8654","Propionyl-CoA carboxylase &beta; subunit","1267","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1267"
"PCSK1","8743","proprotein convertase subtilisin/kexin type 1","2382","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2382"
"PCSK2","8744","proprotein convertase subtilisin/kexin type 2","2383","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2383"
"PCSK4","8746","proprotein convertase subtilisin/kexin type 4","2384","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2384"
"PCSK5","8747","proprotein convertase subtilisin/kexin type 5","2385","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2385"
"PCSK6","8569","proprotein convertase subtilisin/kexin type 6","2386","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2386"
"PCSK7","8748","proprotein convertase subtilisin/kexin type 7","2387","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2387"
"PCSK9","20001","proprotein convertase subtilisin/kexin type 9","2388","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2388"
"PDCD1","8760","programmed cell death 1 (CD279)","2760","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2760"
"PDE10A","8772","phosphodiesterase 10A","1310","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1310"
"PDE11A","8773","phosphodiesterase 11A","1311","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1311"
"PDE12","25386","phosphodiesterase 12","3207","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3207"
"PDE1A","8774","phosphodiesterase 1A","1294","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1294"
"PDE1B","8775","phosphodiesterase 1B","1295","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1295"
"PDE1C","8776","phosphodiesterase 1C","1296","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1296"
"PDE2A","8777","phosphodiesterase 2A","1297","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1297"
"PDE3A","8778","phosphodiesterase 3A","1298","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1298"
"PDE3B","8779","phosphodiesterase 3B","1299","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1299"
"PDE4A","8780","phosphodiesterase 4A","1300","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1300"
"PDE4B","8781","phosphodiesterase 4B","1301","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1301"
"PDE4C","8782","phosphodiesterase 4C","1302","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1302"
"PDE4D","8783","phosphodiesterase 4D","1303","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1303"
"PDE5A","8784","phosphodiesterase 5A","1304","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1304"
"PDE6A","8785","phosphodiesterase 6A","1312","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1312"
"PDE6B","8786","phosphodiesterase 6B","1313","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1313"
"PDE6C","8787","phosphodiesterase 6C","1314","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1314"
"PDE6D","8788","phosphodiesterase 6D","1315","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1315"
"PDE6G","8789","phosphodiesterase 6G","1316","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1316"
"PDE6H","8790","phosphodiesterase 6H","1317","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1317"
"PDE7A","8791","phosphodiesterase 7A","1305","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1305"
"PDE7B","8792","phosphodiesterase 7B","1306","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1306"
"PDE8A","8793","phosphodiesterase 8A","1307","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1307"
"PDE8B","8794","phosphodiesterase 8B","1308","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1308"
"PDE9A","8795","phosphodiesterase 9A","1309","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1309"
"PDGFA","8799","PDGFA","5042","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5042"
"PDGFB","8800","PDGFB","5043","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5043"
"PDGFC","8801","VEGFE","5089","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5089"
"PDGFD","30620","PDGFD","5323","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5323"
"PDGFRA","8803","platelet derived growth factor receptor alpha","1803","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1803"
"PDGFRB","8804","platelet derived growth factor receptor beta","1804","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1804"
"PDIK1L","18981","PDLIM1 interacting kinase 1 like","2141","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2141"
"PDK1","8809","pyruvate dehydrogenase kinase 1","2915","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2915"
"PDK2","8810","pyruvate dehydrogenase kinase 2","2142","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2142"
"PDK3","8811","pyruvate dehydrogenase kinase 3","2143","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2143"
"PDK4","8812","pyruvate dehydrogenase kinase 4","2144","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2144"
"PDPK1","8816","3-phosphoinositide dependent protein kinase 1","1519","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1519"
"PDYN","8820","big dynorphin","3669","https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=3669"
"PDZD11","28034","PDZ domain containing 11","3150","https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3150"
