"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","Ligand Type","Ligand Species","Ligand UniProt ID","Ligand Ensembl Gene ID","Ligand Subunit ID","Ligand Subunit Name","Ligand Subunit UniProt ID","Ligand Subunit Ensembl ID","Target ID","Target Name","Target Species","Target UniProt ID","Target Ensembl Gene ID","Target Subunit ID","Target Subunit Name","Target Subunit UniProt ID","Target Subunit Ensembl ID","Rank Potency","Rank Potency Refs (PMIDs)","List Comment","Interaction Species","Interaction Parameter","Interaction Value","Interaction PubMed IDs"
"3627","neuropeptide Y-(3-36)","Peptide","Mouse","P57774","ENSMUSG00000029819","","","","","306","Y<sub>2</sub> receptor","Mouse","P97295","ENSMUSG00000028004","","","","","peptide YY = peptide YY(3-36) = neuropeptide Y = neuropeptide Y(3-36) >> pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"3627","neuropeptide Y-(3-36)","Peptide","Rat","P07808","ENSRNOG00000009768","","","","","306","Y<sub>2</sub> receptor","Rat","Q9ERC0","ENSRNOG00000049213","","","","","peptide YY = peptide YY(3-36) = neuropeptide Y = neuropeptide Y(3-36) >> pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1504","neuropeptide Y","Peptide","Human","P01303","ENSG00000122585","","","","","307","Y<sub>4</sub> receptor","Human","P50391","ENSG00000204174","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Human","pKi","8.0","7493937"
"1504","neuropeptide Y","Peptide","Mouse","P57774","ENSMUSG00000029819","","","","","307","Y<sub>4</sub> receptor","Mouse","Q61041","ENSMUSG00000048337","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist",,,"-",""
"1504","neuropeptide Y","Peptide","Rat","P07808","ENSRNOG00000009768","","","","","307","Y<sub>4</sub> receptor","Rat","Q63447","ENSRNOG00000061026","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Rat","pKi","6.4","9210181"
"1504","neuropeptide Y","Peptide","Rat","P07808","ENSRNOG00000009768","","","","","307","Y<sub>4</sub> receptor","Rat","Q63447","ENSRNOG00000061026","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Rat","pKi","6.4 - 8.8","9145427|9210181"
"1512","pancreatic polypeptide","Peptide","Human","P01298","ENSG00000108849","","","","","307","Y<sub>4</sub> receptor","Human","P50391","ENSG00000204174","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Human","pKi","8.7 - 10.9","8643460|7493937|16807358|7592911"
"1513","pancreatic polypeptide","Peptide","Rat","P06303","ENSRNOG00000020874","","","","","307","Y<sub>4</sub> receptor","Rat","Q63447","ENSRNOG00000061026","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Rat","pKi","10.3 - 10.8","9145427|8643536|9210181"
"1514","peptide YY","Peptide","Human","P10082","ENSG00000131096","","","","","307","Y<sub>4</sub> receptor","Human","P50391","ENSG00000204174","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Human","pKi","8.8","7493937"
"1515","peptide YY","Peptide","Mouse","Q9EPS2","ENSMUSG00000017311","","","","","307","Y<sub>4</sub> receptor","Mouse","Q61041","ENSMUSG00000048337","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Mouse","pIC50","6.3 - 8.5","8641440"
"1515","peptide YY","Peptide","Rat","P10631","","","","","","307","Y<sub>4</sub> receptor","Rat","Q63447","ENSRNOG00000061026","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Rat","pKi","6.3","9210181"
"1515","peptide YY","Peptide","Rat","P10631","","","","","","307","Y<sub>4</sub> receptor","Rat","Q63447","ENSRNOG00000061026","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Rat","pKi","6.3 - 8.5","9145427|9210181"
"1515","peptide YY","Peptide","Pig","P68005","","","","","","307","Y<sub>4</sub> receptor","Pig","","","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist",,,"-",""
"1554","PYY-(3-36)","Peptide","Mouse","Q9EPS2","ENSMUSG00000017311","","","","","307","Y<sub>4</sub> receptor","Mouse","Q61041","ENSMUSG00000048337","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist",,,"-",""
"1554","PYY-(3-36)","Peptide","Rat","P10631","","","","","","307","Y<sub>4</sub> receptor","Rat","Q63447","ENSRNOG00000061026","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist","Rat","pKi","6.2","9210181"
"3626","pancreatic polypeptide","Peptide","Mouse","P10601","ENSMUSG00000017316","","","","","307","Y<sub>4</sub> receptor","Mouse","Q61041","ENSMUSG00000048337","","","","","pancreatic polypeptide >> neuropeptide Y = peptide YY","","peptide YY is the principal endogenous agonist",,,"-",""
"1504","neuropeptide Y","Peptide","Human","P01303","ENSG00000122585","","","","","308","Y<sub>5</sub> receptor","Human","Q15761","ENSG00000164129","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist","Human","pKi","9.1","8824284"
"1504","neuropeptide Y","Peptide","Mouse","P57774","ENSMUSG00000029819","","","","","308","Y<sub>5</sub> receptor","Mouse","O70342","ENSMUSG00000044014","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1504","neuropeptide Y","Peptide","Rat","P07808","ENSRNOG00000009768","","","","","308","Y<sub>5</sub> receptor","Rat","Q63634","ENSRNOG00000014172","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist","Rat","pKi","9.3","8824284"
"1512","pancreatic polypeptide","Peptide","Human","P01298","ENSG00000108849","","","","","308","Y<sub>5</sub> receptor","Human","Q15761","ENSG00000164129","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist","Human","pKi","8.0","8824284"
"1513","pancreatic polypeptide","Peptide","Rat","P06303","ENSRNOG00000020874","","","","","308","Y<sub>5</sub> receptor","Rat","Q63634","ENSRNOG00000014172","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist","Rat","pKi","6.5","8824284"
"1514","peptide YY","Peptide","Human","P10082","ENSG00000131096","","","","","308","Y<sub>5</sub> receptor","Human","Q15761","ENSG00000164129","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1515","peptide YY","Peptide","Mouse","Q9EPS2","ENSMUSG00000017311","","","","","308","Y<sub>5</sub> receptor","Mouse","O70342","ENSMUSG00000044014","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1515","peptide YY","Peptide","Rat","P10631","","","","","","308","Y<sub>5</sub> receptor","Rat","Q63634","ENSRNOG00000014172","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist","Rat","pKi","9.0","8824284"
"1515","peptide YY","Peptide","Pig","P68005","","","","","","308","Y<sub>5</sub> receptor","Pig","","","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1554","PYY-(3-36)","Peptide","Mouse","Q9EPS2","ENSMUSG00000017311","","","","","308","Y<sub>5</sub> receptor","Mouse","O70342","ENSMUSG00000044014","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1554","PYY-(3-36)","Peptide","Rat","P10631","","","","","","308","Y<sub>5</sub> receptor","Rat","Q63634","ENSRNOG00000014172","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist","Rat","pKi","8.4","8824284"
"3626","pancreatic polypeptide","Peptide","Mouse","P10601","ENSMUSG00000017316","","","","","308","Y<sub>5</sub> receptor","Mouse","O70342","ENSMUSG00000044014","","","","","neuropeptide Y > peptide YY > pancreatic polypeptide","","neuropeptide Y is the principal endogenous agonist",,,"-",""
"1576","large neuromedin N","Peptide","Human","P30990","ENSG00000133636","","","","","309","NTS<sub>1</sub> receptor","Human","P30989","ENSG00000101188","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist","Human","pIC50","7.4","11811984"
"1577","large neurotensin","Peptide","Human","P30990","ENSG00000133636","","","","","309","NTS<sub>1</sub> receptor","Human","P30989","ENSG00000101188","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist","Human","pIC50","8.7","11811984"
"1578","neuromedin N","Peptide","Mouse","Q9D3P9","ENSMUSG00000019890","","","","","309","NTS<sub>1</sub> receptor","Mouse","O88319","ENSMUSG00000027568","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist",,,"-",""
"1578","neuromedin N","Peptide","Rat","P20068","","","","","","309","NTS<sub>1</sub> receptor","Rat","P20789","ENSRNOG00000028708","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist","Rat","pKi","8.7","12869647"
"1579","neurotensin","Peptide","Human","P30990","ENSG00000133636","","","","","309","NTS<sub>1</sub> receptor","Human","P30989","ENSG00000101188","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist","Human","pKi","8.3 - 9.7","11723247|10930533"
"1579","neurotensin","Peptide","Mouse","Q9D3P9","","","","","","309","NTS<sub>1</sub> receptor","Mouse","O88319","ENSMUSG00000027568","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist",,,"-",""
"1579","neurotensin","Peptide","Rat","P20068","","","","","","309","NTS<sub>1</sub> receptor","Rat","P20789","ENSRNOG00000028708","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist","Rat","pKi","8.2 - 10.0","12869647|10930533|9632698"
"1579","neurotensin","Peptide","Bovine","P01156","ENSBTAG00000005305","","","","","309","NTS<sub>1</sub> receptor","Bovine","","","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist",,,"-",""
"3625","neuromedin N","Peptide","Human","P30990","ENSG00000133636","","","","","309","NTS<sub>1</sub> receptor","Human","P30989","ENSG00000101188","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist",,,"-",""
"5303","large neuromedin N","Peptide","Mouse","Q9D3P9","ENSMUSG00000019890","","","","","309","NTS<sub>1</sub> receptor","Mouse","O88319","ENSMUSG00000027568","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist",,,"-",""
"5304","large neuromedin N","Peptide","Rat","P20068","ENSRNOG00000004179","","","","","309","NTS<sub>1</sub> receptor","Rat","P20789","ENSRNOG00000028708","","","","","neurotensin > neuromedin N","9283723|","neurotensin is the most potent endogenous agonist",,,"-",""
"1578","neuromedin N","Peptide","Mouse","Q9D3P9","ENSMUSG00000019890","","","","","310","NTS<sub>2</sub> receptor","Mouse","P70310","ENSMUSG00000020591","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist","Mouse","pIC50","8.6 - 8.8","9480852"
"1578","neuromedin N","Peptide","Rat","P20068","","","","","","310","NTS<sub>2</sub> receptor","Rat","Q63384","ENSRNOG00000049054","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist","Rat","pIC50","8.3","8647296"
"1579","neurotensin","Peptide","Human","P30990","ENSG00000133636","","","","","310","NTS<sub>2</sub> receptor","Human","O95665","ENSG00000169006","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist","Human","pKi","8.8","11723247"
"1579","neurotensin","Peptide","Mouse","Q9D3P9","","","","","","310","NTS<sub>2</sub> receptor","Mouse","P70310","ENSMUSG00000020591","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist","Mouse","pIC50","8.5 - 8.7","9480852"
"1579","neurotensin","Peptide","Rat","P20068","","","","","","310","NTS<sub>2</sub> receptor","Rat","Q63384","ENSRNOG00000049054","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist","Rat","pIC50","8.2","10318778"
"1579","neurotensin","Peptide","Bovine","P01156","ENSBTAG00000005305","","","","","310","NTS<sub>2</sub> receptor","Bovine","","","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist",,,"-",""
"1587","xenin","Peptide","Human","P53621","ENSG00000122218","","","","","310","NTS<sub>2</sub> receptor","Human","O95665","ENSG00000169006","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist",,,"-",""
"1587","xenin","Peptide","Mouse","Q8CIE6","ENSMUSG00000026553","","","","","310","NTS<sub>2</sub> receptor","Mouse","P70310","ENSMUSG00000020591","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist","Mouse","pIC50","8.7 - 8.8","9480852"
"1587","xenin","Peptide","Rat","Q5BJV4","","","","","","310","NTS<sub>2</sub> receptor","Rat","Q63384","ENSRNOG00000049054","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist",,,"-",""
"3625","neuromedin N","Peptide","Human","P30990","ENSG00000133636","","","","","310","NTS<sub>2</sub> receptor","Human","O95665","ENSG00000169006","","","","","neurotensin = neuromedin N","8795617|","neurotensin is the most potent endogenous agonist",,,"-",""
"2932","L-lactic acid","Metabolite","","","","","","","","311","HCA<sub>1</sub> receptor","Human","Q9BXC0","ENSG00000196917","","","","","","","Proposed ligand, two publications","Human","pEC50","1.3 - 2.9","18952058|19047060|20374963|23396314"
"2932","L-lactic acid","Metabolite","","","","","","","","311","HCA<sub>1</sub> receptor","Mouse","Q8C131","ENSMUSG00000049241","","","","","","","Proposed ligand, two publications","Mouse","pEC50","2.2 - 2.8","19047060|20374963"
"1059","butyric acid","Metabolite","","","","","","","","312","HCA<sub>2</sub> receptor","Human","Q8TDS4","ENSG00000182782","","","","","&beta;-D-hydroxybutyric acid > butyric acid","","","Human","pEC50","2.8",""
"1593","&beta;-D-hydroxybutyric acid","Metabolite","","","","","","","","312","HCA<sub>2</sub> receptor","Human","Q8TDS4","ENSG00000182782","","","","","&beta;-D-hydroxybutyric acid > butyric acid","","","Human","pEC50","3.1","15929991"
"1593","&beta;-D-hydroxybutyric acid","Metabolite","","","","","","","","312","HCA<sub>2</sub> receptor","Mouse","Q9EP66","ENSMUSG00000045502","","","","","&beta;-D-hydroxybutyric acid > butyric acid","","","Mouse","pEC50","3.5","15929991"
"2933","3-hydroxyoctanoic acid","Metabolite","","","","","","","","313","HCA<sub>3</sub> receptor","Human","P49019","ENSG00000255398","","","","","","","","Human","pEC50","5.1","19561068"
"753","CCL14","Peptide","Human","Q16627","ENSG00000213494","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"756","CCL3","Peptide","Human","P10147","ENSG00000006075","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"757","CCL4","Peptide","Human","P13236","ENSG00000129277","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"758","CCL5","Peptide","Human","P13501","ENSG00000161570","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"759","CCL7","Peptide","Human","P80098","ENSG00000108688","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"769","CCL11","Peptide","Human","P51671","ENSG00000172156","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"770","CCL13","Peptide","Human","Q99616","ENSG00000181374","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"771","CCL2","Peptide","Human","P13500","ENSG00000108691","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"772","CCL8","Peptide","Human","P80075","ENSG00000108700","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"797","CCL17","Peptide","Human","Q92583","ENSG00000102970","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"798","CCL22","Peptide","Human","O00626","ENSG00000102962","","","","","314","ACKR2","Human","O00590","ENSG00000144648","","","","","CCL2, CCL3, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL14, CCL17, CCL22","","",,,"-",""
"810","CCL19","Peptide","Human","Q99731","ENSG00000172724","","","","","315","ACKR4","Human","Q9NPB9","ENSG00000129048","","","","","","","","Human","pEC50","8.5 - 9.1","23341447"
"810","CCL19","Peptide","Human","Q99731","ENSG00000172724","","","","","315","ACKR4","Human","Q9NPB9","ENSG00000129048","","","","","","","","Human","pKi","8.4","23341447"
"811","CCL21","Peptide","Human","O00585","ENSG00000137077","","","","","315","ACKR4","Human","Q9NPB9","ENSG00000129048","","","","","","","","Human","pEC50","7.9 - 8.5","23341447"
"811","CCL21","Peptide","Human","O00585","ENSG00000137077","","","","","315","ACKR4","Human","Q9NPB9","ENSG00000129048","","","","","","","","Human","pKi","6.9","23341447"
"817","CCL25","Peptide","Human","O15444","ENSG00000131142","","","","","315","ACKR4","Human","Q9NPB9","ENSG00000129048","","","","","","","","Human","pEC50","7.9 - 8.3","23341447"
"817","CCL25","Peptide","Human","O15444","ENSG00000131142","","","","","315","ACKR4","Human","Q9NPB9","ENSG00000129048","","","","","","","","Human","pKi","7.6","23341447"
"753","CCL14","Peptide","Human","Q16627","ENSG00000213494","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"758","CCL5","Peptide","Human","P13501","ENSG00000161570","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"759","CCL7","Peptide","Human","P80098","ENSG00000108688","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"769","CCL11","Peptide","Human","P51671","ENSG00000172156","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"771","CCL2","Peptide","Human","P13500","ENSG00000108691","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"797","CCL17","Peptide","Human","Q92583","ENSG00000102970","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"820","CXCL6","Peptide","Human","P80162","ENSG00000124875","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"821","CXCL8","Peptide","Human","P10145","ENSG00000169429","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"829","CXCL5","Peptide","Human","P42830","ENSG00000163735","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"836","CXCL11","Peptide","Human","O14625","ENSG00000169248","","","","","316","ACKR1","Human","Q16570","ENSG00000213088","","","","","CXCL5, CXCL6, CXCL8, CXCL11, CCL2, CCL5, CCL7, CCL11, CCL14, CCL17","","",,,"-",""
"1600","&alpha;-neoendorphin","Peptide","Human","P01213","ENSG00000101327","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1600","&alpha;-neoendorphin","Peptide","Mouse","O35417","","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Mouse","pIC50","8.0","8393575"
"1600","&alpha;-neoendorphin","Peptide","Rat","P06300","","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1613","[Leu]enkephalin","Peptide","Human","P01210","ENSG00000181195","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","8.7","9686407"
"1613","[Leu]enkephalin","Peptide","Mouse","P22005","ENSMUSG00000045573","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Mouse","pKi","8.4","8114680"
"1613","[Leu]enkephalin","Peptide","Rat","P04094","ENSRNOG00000008943","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1614","[Met]enkephalin","Peptide","Human","P01210","ENSG00000181195","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1614","[Met]enkephalin","Peptide","Mouse","P22005","ENSMUSG00000045573","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Mouse","pIC50","7.4","8393575"
"1614","[Met]enkephalin","Peptide","Rat","P04094","ENSRNOG00000008943","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1619","dynorphin A-(1-13)","Peptide","Human","P01213","ENSG00000101327","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","7.8","9686407"
"1619","dynorphin A-(1-13)","Peptide","Mouse","O35417","","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1619","dynorphin A-(1-13)","Peptide","Rat","P06300","","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1620","dynorphin A","Peptide","Human","P01213","ENSG00000101327","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","7.4","9686407"
"1620","dynorphin A","Peptide","Mouse","O35417","","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1620","dynorphin A","Peptide","Rat","P06300","","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1621","dynorphin A-(1-8)","Peptide","Human","P01213","ENSG00000101327","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","8.4","9686407"
"1621","dynorphin A-(1-8)","Peptide","Mouse","O35417","","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1621","dynorphin A-(1-8)","Peptide","Rat","P06300","","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1622","dynorphin B","Peptide","Human","P01213","ENSG00000101327","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","7.8","9686407"
"1622","dynorphin B","Peptide","Mouse","O35417","","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1622","dynorphin B","Peptide","Rat","P06300","","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1623","endomorphin-1","Peptide","Human","","","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","6.1","9849897"
"1643","&beta;-endorphin","Peptide","Human","P01189","ENSG00000115138","","","","","317","&delta; receptor","Human","P41143","ENSG00000116329","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","","Human","pKi","8.3","9686407"
"3722","&beta;-endorphin","Peptide","Mouse","P01193","ENSMUSG00000020660","","","","","317","&delta; receptor","Mouse","P32300","ENSMUSG00000050511","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"3723","&beta;-endorphin","Peptide","Rat","P01194","ENSRNOG00000012686","","","","","317","&delta; receptor","Rat","P33533","ENSRNOG00000010531","","","","","&beta;-endorphin, [Leu]enkephalin, [Met]enkephalin","","",,,"-",""
"1600","&alpha;-neoendorphin","Peptide","Human","P01213","ENSG00000101327","","","","","318","&kappa; receptor","Human","P41145","ENSG00000082556","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Human","pKi","8.3 - 10.2","7869844|7624359"
"1600","&alpha;-neoendorphin","Peptide","Mouse","O35417","","","","","","318","&kappa; receptor","Mouse","P33534","ENSMUSG00000025905","","","","","big dynorphin, dynorphin A","","dynorphin A and big dynorphin are the highest potency endogenous ligands","Mouse","pIC50","10.0","8393575"
