"## GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","HBond Acceptors","HBond Donors","Rotatable Bonds","TPSA","Mol Weight","XLogP","LipinskiRO5"
"6326","tranilast","4","2","7","84.86","327.11067278","2.871","0"
"6325","RO5488608","6","2","4","104.21","474.08611282","3.988","0"
"6324","RO4988546","6","1","4","105.83","512.03778058","4.367","0"
"6323","compound 14 [PMID: 21155570]","3","1","6","96.77","479.09580704","6.876","1"
"6322","enalapril","7","2","11","95.94","376.19982222","2.11","0"
"6321","compound 34 [PMID: 20409708]","4","0","5","62.56","350.16304274","4.683","0"
"6320","compound 48 [PMID: 22364337]","3","0","6","67.91","377.15395526","5.171","1"
"6319","alogliptin","5","1","3","97.05","339.16952508","3.217","0"
"6318","linagliptin","7","1","4","116.86","472.23352236","3.918","0"
"6317","JNJ-42153605","3","0","5","33.43","400.18748158","7.499","1"
"6316","saxagliptin","5","2","3","90.35","315.19467724","0.731","0"
"6314","ML233","3","0","4","81.18","359.11912932","3.85","0"
"6310","vildagliptin","5","2","4","76.36","303.19467724","0.786","0"
"6309","PF-4840154","8","2","10","82.62","466.30562476","3.973","0"
"6308","oleocanthal","4","1","10","80.67","304.1310739","1.975","0"
"6307","benzoquinone","2","0","0","34.14","108.0211294","-0.228","0"
"6306","auranofin","9","0","15","139.73","678.13268427","2.927","1"
"6305","hepoxilin A3","4","2","14","70.06","336.23005976","4.859","1"
"6304","5,6-epoxyeicosatrienoic acid","3","1","14","49.83","320.23514514","6.579","2"
"6303","methylglyoxal","2","0","1","34.14","72.0211294","-0.345","0"
"6302","artepillin C","2","2","6","57.53","300.17254482","4.839","0"
"6300","citronellal","1","0","5","17.07","154.13576534","3.591","0"
"6299","N-acetyl-4-benzoquinoneimine","3","0","1","46.5","149.04767852","0.09","0"
"6298","1'-acetoxychavicol acetate","3","0","6","52.6","234.08920904","2.216","0"
"6296","nitrooleic acid","2","1","16","80.44","327.2409588","7.024","2"
"6295","dibutyl phthalate","4","0","10","52.6","278.15180936","4.594","0"
"6294","benzyl bromide","0","0","1","0","169.97311238","2.823","0"
"6293","bromoacetone","1","0","1","17.07","135.95237692","0.76","0"
"6292","chloropicrin","0","0","1","43.14","162.89946128","1.604","0"
"6291","1,6-hexamethylene diisocyanate","4","0","7","58.86","168.08987772","4.33","0"
"6290","methyl isocyanate","2","0","0","29.43","57.02146374","1.72","0"
"6288","crotylaldehyde","1","0","1","17.07","70.04186486","0.817","0"
"6287","isovelleral","2","0","2","34.14","232.14633004","4.221","0"
"6286","sitagliptin","5","1","6","77.04","407.11807954","3.849","0"
"6285","omega-chloroacetophenone","1","0","2","17.07","154.01854258","2.136","0"
"6283","4-oxo-nonenal","2","0","6","34.14","154.0993798","1.887","0"
"6282","ML221","4","0","7","150.73","385.03685616","2.156","0"
"6281","salirasib","2","1","10","62.6","358.19665144","6.959","1"
"6280","A-967079","0","1","3","32.59","207.1059424","3.009","0"
"6279","prostaglandin A2","4","2","12","74.6","334.21440968","3.816","1"
"6277","acetaldehyde","1","0","0","17.07","44.02621478","0.334","0"
"6276","TCS 5861528","5","1","6","90.92","369.18008978","4.264","0"
"6274","4-hydroxynonenal","2","1","6","37.3","156.11502988","2.16","0"
"6273","methyl p-hydroxybenzoate","2","1","2","46.53","152.04734418","1.552","0"
"6272","MTSEA","3","1","3","92.79","155.0074706","-1.226","0"
"6271","2-iodoacetamide","2","1","1","43.09","184.93376178","-0.033","0"
"6270","super cinnamaldehyde","3","0","1","37.38","201.07897868","1.18","0"
"6268","AG-26","3","2","7","50.36","304.0978556","3.321","0"
"6265","quin-C1","5","2","9","79.9","445.20015656","5.911","1"
"6263","compound 1754-31 [PMID: 23788657]","9","2","12","113.5","721.4203203","6.635","2"
"6262","EC18","3","0","9","60.47","496.2937227","3.636","0"
"6261","cyclic CMP","9","3","1","155.94","305.04128645","-2.054","0"
"6260","MEL57A","5","0","17","99.24","737.367616","5.244","2"
"6259","THIIC","4","2","10","93.45","475.1718911","4.701","0"
"6258","4-APPES","6","1","8","110.97","411.12527732","3.009","0"
"6257","cyPPTS","4","0","8","67.88","414.12249836","4.817","0"
"6256","compound 19 [PMID: 18812259]","4","0","6","43.18","382.15603922","3.276","0"
"6255","compound 14c [PMID: 18812259]","4","0","7","43.18","416.1823962","2.94","0"
"6254","compound 14a [PMID: 18812259]","4","0","6","43.18","382.15603922","2.637","0"
"6253","GSK1331268","5","0","3","50.08","342.13597244","2.37","0"
"6252","GSK1331258","4","0","4","37.19","409.1281081","4.336","0"
"6240","MMK-1","37","21","66","644.38","1609.90142008","-0.714","3"
"6239","aspirin-triggered resolvin D1","5","4","14","97.99","376.22497438","3.225","1"
"6238","ADX88178","5","2","3","107.62","272.08441548","1.359","0"
"6237","Lu AF21934","2","2","5","64.35","316.07453332","2.877","0"
"6236","compound 1 [PMID: 22465637]","3","1","2","28.16","275.14224768","3.244","0"
"6235","compound 11 [PMID: 20638279]","3","1","2","51.8","197.09529744","1.941","0"
"6234","VU0364770","3","1","3","41.99","232.04034066","2.452","0"
"6233","VU0400195","6","1","4","79.37","393.08801918","2.135","0"
"6232","compound 7 [PMID: 20638279]","4","2","3","94.73","243.05786636","2.234","0"
"6231","compound 22a [PMID: 21688779]","4","2","2","94.73","283.08916652","2.133","0"
"6230","VU0359516","3","2","3","83.81","295.09569138","1.699","0"
"6229","VU0092145","3","1","3","32.34","342.1732135","5.343","1"
"6228","VU0001171","4","2","3","70.4","278.11676118","3.918","0"
"6227","VU0080241","4","0","2","46.32","321.19534592","4.835","0"
"6226","Ro4491533","4","1","3","54.35","423.15584708","4.772","0"
"6225","VU0463597","3","1","4","49.77","349.16779378","4.113","0"
"6224","compound 4 [PMID: 21105727]","2","2","4","80.15","324.11100712","2.138","0"
"6223","compound 3 [PMID: 21105727]","2","2","3","70.92","308.1160925","2.66","0"
"6222","compound 2 [PMID: 21105727]","2","2","3","70.92","328.06147006","2.845","0"
"6221","MNI-137","5","1","1","78.14","354.01162316","1.619","0"
"6220","MNI-136","4","1","2","54.35","405.04767436","3.747","0"
"6219","MNI-135","4","1","1","65.25","401.0025101","3.052","0"
"6218","MDIP","1","0","2","48.03","302.1055278","5.483","1"
"6217","ADX71743","2","0","2","43.1","269.141579","2.897","0"
"6216","AZ12216052","2","1","8","54.4","391.0605476","6.001","1"
"6215","compound 11s [PMID: 19433355]","4","1","4","96.76","362.0837468","2.676","0"
"6214","compound 11q [PMID: 19433355]","4","1","3","87.53","366.03420974","3.383","0"
"6213","[<sup>18</sup>F]FITM","6","1","6","99.25","371.12160956","3.185","0"
"6212","[<sup>11</sup>C]MMTP","4","0","3","87.97","352.09939688","2.971","0"
"6211","A-794282","4","0","3","78.74","350.12013234","3.957","0"
"6210","compound 27 [PMID: 20346665]","5","1","1","114.41","323.08408114","2.469","0"
"6209","compound 24 [PMID: 20346665]","6","2","1","140.43","324.0793301","2.065","0"
"6208","compound 29 [PMID: 17064898]","6","2","5","78.35","318.20557628","1.926","0"
"6207","VU-71","3","1","6","92.22","384.1222405","5.376","1"
"6206","compound 4b [PMID: 16099654]","5","1","4","81.93","321.12257484","2.829","0"
"6205","compound 3a [PMID: 16099654]","3","1","3","77.25","307.09569138","2.515","0"
"6204","Ro0711401","3","1","4","64.36","360.07217696","3.502","0"
"6203","&alpha;.&beta;-methylene-2-thio-UDP","8","4","6","202.79","414.04156002","-0.755","0"
"6202","2-thio-UDP","11","6","6","252.48","419.97935364","-3.254","2"
"6201","2-amino-uridine-5'-monophosphate","10","5","4","187.17","323.05185115","-1.84","0"
"6200","N<sup>4</sup>-phenylethoxycytidine-5'-triphosphate","14","7","12","282.53","603.04202715","-3.292","3"
"6199","MRS2927","23","10","13","400.37","726.98809642","-8.401","3"
"6197","HAMI3379","7","3","17","131.39","595.31451776","6.121","2"
"6196","BayCysLT<sub>2</sub>","6","3","17","131.39","589.26756752","6.21","2"
"6195","[<sup>3</sup>H]LTC<sub>4</sub>","7","4","21","149.23","480.24198424","5.225","2"
"6194","N-methyl LTC<sub>4</sub>","12","7","28","227.66","639.31895154","3.957","3"
"6193","verlukast","5","1","12","121.1","514.11516262","5.212","2"
"6192","phenylacetyl-Ala,DTrp-phenthylamide","6","4","13","103.09","482.23179106","4.244","0"
"6189","bag-2","3","2","7","65.98","374.19942828","5.815","1"
"6188","bag-1","2","1","7","41.57","333.22049808","5.414","1"
"6183","[D-Tpi<sup>6</sup>, Leu<sup>13</sup> &psi;(CH<sub>2</sub>NH)-Leu<sup>14</sup>]bombesin-(6-14)","21","14","37","374.2","1105.61851974","1.185","3"
"6176","bantag-1","12","8","29","199.26","894.63064762","5.66","4"
"6174","5-(6-chloro-2-hexyl-1H-indol-1-yl)-5-oxo-valeric acid","3","1","10","59.3","349.1444715","4.661","0"
"6173","Gue1654","4","1","6","136.66","447.0533753","4.665","0"
"6171","5-oxo-12-HETE","4","2","14","74.6","334.21440968","4.226","1"
"6170","MK-5046","3","2","8","66.21","444.13848066","5.015","1"
"6169","5-oxo-20-HETE","4","2","15","74.6","334.21440968","4.586","1"
"6167","5-oxo-15-HETE","4","2","14","74.6","334.21440968","4.415","1"
"6164","5-oxo-ODE","3","1","14","54.37","294.21949506","5.867","2"
"6162","ZK-158252","3","2","9","57.53","432.2664453","7.532","1"
"6161","CAY10583","4","1","9","57.61","387.18344386","6.074","1"
"6160","12-epi LTB<sub>4</sub>","4","3","14","77.76","336.23005976","4.499","1"
"6159","12-hydroxyheptadecatrienoic acid","3","2","12","57.53","280.20384498","5.033","2"
"6158","RO5101576","4","2","18","139.76","630.22873948","8.003","2"
"6157","ONO-4057","4","2","17","102.29","470.2304537","5.438","2"
"6156","SC-41930","3","1","13","91.29","484.24610378","5.936","2"
"6155","CP-195543","3","2","5","66.76","428.1235439","5.599","1"
"6154","BIIL 260","2","3","9","88.56","466.22564306","7.788","1"
"6148","compound 4 [PMID: 23083103]","24","8","14","501.12","899.98434128","-5.263","3"
"6147","[<sup>3</sup>H]PSB-0413","16","7","11","324.63","646.95755753","-2.915","3"
"6128","Sch 202596","10","3","7","175.12","584.04883168","1.489","0"
"6127","GalR3ant","4","0","3","54.79","397.03848212","4.586","0"
"6126","SNAP 37889","3","0","3","32.67","366.0979978","4.876","0"
"6125","SNAP 398299","4","0","7","45.14","479.18206186","5.15","1"
"6124","dithiipin-1,1,4,4-tetroxide analogue 7","4","0","1","85.04","286.03335104","2.076","0"
"6122","GALP(3-32) (human)","81","44","130","1381.45","3215.60468514","-12.686","3"
"6119","galmic","18","7","16","305.01","988.44430322","4.087","3"
"6118","galnon","9","4","17","152.76","678.34173556","7.861","2"
"6080","PCA 4248","5","1","8","89.93","361.1347794","4.66","0"
"6079","CV-3988","8","1","29","148.08","592.33111009","8.975","2"
"6078","bepafant","6","0","3","100.33","467.1182738","3.433","0"
"6077","A68930","2","3","2","75.71","271.12084354","2.065","0"
"6073","terutroban","5","2","6","91.85","407.09580704","3.635","0"
"6072","ICI 192605","4","2","7","75.99","402.1234017","4.709","0"
"6071","AGN 191976","6","2","13","93.06","382.23553908","4.867","1"
"6070","SQ 26655","4","2","12","66.76","350.24570984","4.579","1"
"6069","10,10-difluoro TXA<sub>2</sub>","4","2","12","66.76","386.2268662","5.102","2"
"6068","MF266-1","3","2","7","90.82","491.05697688","5.709","1"
"6066","PKR-A","4","0","8","51.24","438.25185784","3.288","0"
"6064","triazine compound PC1","7","3","10","142.55","451.23318802","3.992","0"
"6063","clemastine","2","0","6","12.47","343.17029234","5.195","1"
"6062","PIK-93","7","3","7","145.01","389.0270758","0.725","0"
"6061","zaragozic acid B","13","6","23","217.35","730.35644222","6.783","4"
"6060","wortmannin","7","0","4","109.11","428.14711792","0.714","0"
"6059","VX-702","6","2","5","102.31","404.0896386","3.142","0"
"6058","tivozanib","4","2","8","107.74","454.10439754","3.533","0"
"6057","VEGF receptor tyrosine kinase inhibitor III","5","2","9","94.6","416.125133","3.152","0"
"6056","VEGF receptor tyrosine kinase inhibitor II","4","2","6","54.02","337.09818994","4.148","0"
"6055","VEGF receptor 2 kinase inhibitor IV","2","0","3","67.66","307.07793314","3.607","0"
"6054","VEGF receptor 2 kinase inhibitor II","2","2","1","44.89","342.03677532","3.779","0"
"6053","VEGF receptor 2 kinase inhibitor I","4","2","4","71.19","310.13174258","3.034","0"
"6051","Tpl2 kinase inhibitor","6","2","5","86.52","404.09525046","3.423","0"
"6050","TGF-beta RI kinase inhibitor","3","1","2","54.46","272.10619648","3.543","0"
"6049","TGF-beta RI inhibitor III","2","1","3","60.03","335.16337708","3.803","0"
"6048","Syk inhibitor III","0","0","2","61.6","193.03750776","1.676","0"
"6047","Syk inhibitor II","7","4","7","118.95","340.12594388","1.508","0"
"6046","Syk inhibitor","5","2","2","102.57","353.08341246","1.935","0"
"6045","SU9516","3","2","2","67.01","241.08512668","0.969","0"
"6044","SU6656","5","2","3","90.65","371.1303627","2.069","0"
"6043","SU11652","5","3","8","77.23","414.182254","3.401","0"
"6042","Src kinase inhibitor I","3","1","6","65.5","373.14264162","4.067","0"
"6041","SKI II","2","2","3","73.39","302.02806174","4.286","0"
"6040","SKF-86002","2","0","2","56.01","297.0735967","3.869","0"
"6039","SC-68376","2","0","2","38.92","236.0949631","3.053","0"
"6038","SB220025","5","2","3","81.65","338.16552298","2.508","0"
"6037","SB 218078","3","1","0","69.02","393.11134146","6.372","1"
"6036","SB 202474","2","1","4","50.8","279.1371623","3.331","0"
"6035","seliciclib","6","3","8","87.89","354.21680966","3.506","0"
"6034","Ro-32-0432","4","1","4","59.27","452.22122636","5.113","1"
"6033","Rho kinase inhibitor IV","7","1","4","104.98","376.15691182","0.496","0"
"6032","Rho kinase inhibitor III","1","1","1","28.68","194.0843984","2.781","0"
"6031","sirolimus","14","3","6","195.43","913.55514222","4.321","1"
"6030","purvalanol A","6","3","7","87.89","388.1778373","4.281","0"
"6029","PP3","4","1","1","69.1","211.08579536","1.865","0"
"6028","PP1 analog II","4","1","3","69.62","331.17969584","4.575","0"
"6027","PKR inhibitor, negative control","2","2","1","49.33","338.9620616","4.561","0"
"6026","PKR inhibitor","4","2","1","98.91","268.04188194","0.971","0"
"6025","PKCbeta inhibitor","5","2","7","80.95","411.16952508","3.937","0"
"6024","PI 3-Kg inhibitor II","3","1","1","89.93","284.99073512","1.668","0"
"6023","PI 3-Kg inhibitor","5","1","1","97.25","257.02589752","0.411","0"
"6022","PDK1/Akt/Flt dual pathway inhibitor","6","0","0","85.93","224.04465878","1.331","0"
"6021","PDGF RTK inhibitor","4","2","9","113.8","473.1409274","5.028","1"
"6020","PDGF receptor tyrosine kinase inhibitor IV","2","2","4","59.17","325.1226551","3.693","0"
"6019","PDGF receptor tyrosine kinase inhibitor III","6","1","8","89.05","485.20630456","3.822","0"
"6018","PDGF receptor tyrosine kinase inhibitor II","2","2","6","74.95","346.13174258","4.515","0"
"6017","PD 174265","5","2","5","66.91","370.04292332","3.329","0"
"6016","PD 169316","2","1","4","84.71","360.10225398","4.933","0"
"6015","PD 158780","5","2","3","62.73","329.02760758","2.944","0"
"6014","p38 MAP kinase inhibitor III","3","2","6","78.9","404.14709606","6.45","1"
"6013","p38 MAP kinase inhibitor","2","1","3","50.16","365.07311804","5.051","1"
"6012","NF-kB activation inhibitor","4","2","6","73.06","356.16371142","3.99","0"
"6011","mubritinib","3","0","11","65.97","468.17731082","5.373","2"
"6010","MNK1 inhibitor","5","3","2","92.51","244.08727258","2.032","0"
"6009","MK2a inhibitor","2","2","7","49.33","349.14780726","5.238","1"
"6008","MEK1/2 inhibitor","3","2","4","101.13","335.07040314","3.743","0"
"6007","MEK inhibitor II","5","0","1","71.52","289.01418548","1.058","0"
"6006","MEK inhibitor I","5","3","5","134.25","374.12013234","2.33","0"
"6005","LY 303511","3","1","2","45.48","306.13682796","4.77","0"
"6004","LY 294002","3","0","2","42.68","307.12084354","4.966","0"
"6003","Lck inhibitor","3","1","4","65.96","370.1793615","5.423","1"
"6002","KN-93","5","1","11","78.46","500.15365632","5.169","2"
"6001","KN-62","9","0","13","148.08","721.20287612","6.3","2"
"6000","kenpaullone","2","2","0","44.89","326.00547516","3.764","0"
"5999","JNK inhibitor, negative control","2","0","0","34.89","234.07931302","3.909","0"
"5998","JNK inhibitor VIII","5","2","8","119.49","356.14845528","2.083","0"
"5997","JNK inhibitor V","5","2","5","74.49","372.11571564","2.807","0"
"5996","JNK inhibitor IX","3","1","3","81.13","332.09833426","3.934","0"
"5995","JAK3 inhibitor VI","3","2","2","57.78","287.10586214","2.599","0"
"5994","JAK3 inhibitor IV","2","0","7","20.31","331.19361462","5.441","1"
"5993","JAK3 inhibitor II","3","2","4","76.5","375.02185352","2.978","0"
"5992","JAK inhibitor I","2","2","1","61.54","309.12774048","3.787","0"
"5991","isogranulatimide","3","2","0","83.02","276.06472556","3.28","0"
"5990","IRAK-1/4 inhibitor","5","1","7","102.53","395.15935432","2.429","0"
"5989","indirubin-3'-monoxime","2","3","2","77.48","277.08512668","3.82","0"
"5988","indirubin derivative E804","4","4","7","106.94","365.13755624","2.963","0"
"5986","IKK-2 inhibitor IV","5","3","4","126.45","279.04777586","0.787","0"
"5985","IC261","2","1","4","56.79","311.11575816","2.846","0"
"5984","herbimycin A","11","2","6","152.48","574.28903126","0.844","1"
"5983","H-89","5","2","8","79.47","445.04596014","3.609","0"
"5982","GTP-14564","1","1","1","41.82","234.07931302","4.387","0"
"5981","GSK-3beta inhibitor XI","7","2","5","110","349.11748946","0.125","0"
"5980","TWS119","3","3","3","97.05","318.1116758","3.549","0"
"5979","GSK-3beta inhibitor VIII","4","2","7","134.63","308.05792596","1","0"
"5978","GSK-3beta inhibitor II","3","0","4","77.11","394.95893102","4.905","0"
"5977","GSK-3beta inhibitor I","2","0","2","72.24","222.04629864","1.234","0"
"5976","GSK-3 inhibitor XIII","4","2","3","66.49","301.1327456","4.384","0"
"5975","GSK-3 inhibitor X","4","2","3","79.79","397.00620344","3.66","0"
"5974","GSK-3 inhibitor IX","3","3","1","73.72","354.99563874","3.195","0"
"5973","G&ouml; 6976","3","1","2","62.75","378.14806134","4.392","0"
"5972","Flt-3 inhibitor III","3","1","7","65.63","365.15618354","3.645","0"
"5971","Flt-3 inhibitor II","1","4","2","89.11","292.08479234","3.096","0"
"5970","Flt-3 inhibitor","4","2","6","118.89","360.11437828","1.823","0"
"5969","fascaplysin","1","1","0","36.96","271.08713806","5.133","1"
"5968","ERK inhibitor III","4","2","6","162.19","318.0712675","3.544","0"
"5967","ERK inhibitor II, negative control","4","2","2","91.73","328.1072591","3.614","0"
"5966","ERK inhibitor II","5","2","2","97.78","327.12324352","3.505","0"
"5965","EGFR/ErbB-2/ErbB-4 inhibitor","6","2","4","79.8","355.06361596","3.411","0"
"5964","EGFR/ErbB-2 inhibitor","3","1","7","65.5","387.1582917","4.211","0"
"5963","EGFR inhibitor","6","3","8","78.94","413.146345","3.994","0"
"5962","dovitinib","5","3","1","61.93","392.17608768","3.523","0"
"5961","DNA-PK inhibitor V","3","1","3","49.77","283.12084354","3.528","0"
"5960","DNA-PK inhibitor III","3","1","2","49.77","221.10519346","1.851","0"
"5959","NU-7026","3","0","1","42.68","281.10519346","4.292","0"
"5958","DMBI","3","1","2","32.34","264.12626326","3.31","0"
"5957","diacylglycerol kinase inhibitor II","2","1","5","73.12","489.16864006","6.89","1"
"5956","compound 56 [PMID: 8568816]","3","1","6","56.27","387.05823906","4.23","0"
"5955","compound 52 [PMID: 9677190]","6","3","6","87.89","346.13088706","3.166","0"
"5954","Chk2 inhibitor II","3","2","4","81","363.07745448","4.26","0"
"5953","chelerythrine","0","0","2","40.8","348.1235832","5.617","1"
"5952","Cdk4 inhibitor III","4","1","2","87.3","284.06194872","2.2","0"
"5951","Cdk4 inhibitor II","0","1","2","66.34","271.06669976","4.159","0"
"5950","Cdk4 inhibitor","2","3","0","81.51","402.99563874","4.808","0"
"5949","Cdk2 inhibitor IV","6","2","9","96.03","422.24302444","5.173","1"
"5948","Cdk2 inhibitor III","7","3","10","108.56","400.22228898","2.457","0"
"5947","Cdk1/5 inhibitor","4","2","0","80.48","185.07014528","1.253","0"
"5946","Cdk1/2 inhibitor III","8","4","6","181.42","425.0540212","1.48","0"
"5945","CGP74514A","6","3","5","93.68","385.17817164","3.935","0"
"5944","Cdk1 inhibitor","2","2","1","44.89","294.05599074","3.804","0"
"5943","Cdk/Crk inhibitor","4","2","7","92.51","472.1068961","4.902","0"
"5942","Cdc2-like kinase inhibitor","1","0","3","26.3","249.08234984","2.959","0"
"5941","casein kinase II inhibitor III","2","1","2","37.3","459.6944778","5.101","1"
"5940","D4476","4","2","4","103.12","398.13789058","3.208","0"
"5939","BPIQ-I","4","1","2","55.63","353.02760758","3.421","0"
"5938","bohemine","6","3","8","87.89","340.20115958","3.475","0"
"5937","bisindolylmaleimide IV","3","3","2","77.75","327.10077676","3.182","0"
"5936","nintedanib","9","2","9","94.22","539.2532548","3.138","0"
"5935","Bcr-abl inhibitor GNF-2","5","2","6","90.13","374.09906042","3.752","0"
"5934","BAY 11-7082","3","0","2","66.31","207.0353996","1.818","0"
"5933","AZD1480","7","3","5","104.3","348.10139846","2.301","0"
"5932","JNJ-7706621","8","3","5","154.37","394.06596578","1.799","0"
"5931","aurora kinase inhibitor III","6","3","8","78.94","413.146345","3.994","0"
"5930","aurora kinase inhibitor II","5","2","7","85.37","400.15354066","3.557","0"
"5929","ATM/ATR kinase inhibitor","4","3","11","128.39","554.01492284","6.45","1"
"5928","KU-55933","3","0","2","93.28","395.06498554","6.068","1"
"5927","aminopurvalanol A","7","4","7","113.91","403.18873634","3.464","0"
"5926","alsterpaullone 2-cyanoethyl","3","2","3","111.82","346.10659042","2.565","0"
"5925","alsterpaullone","2","2","1","88.03","293.0800413","2.858","0"
"5924","aloisine A","2","2","3","61.54","267.1371623","3.452","0"
"5923","aloisine","2","1","5","50.8","281.15281238","4.139","0"
"5922","Akt inhibitor X","2","0","7","15.71","344.1655413","5.413","1"
"5921","Akt inhibitor VIII","5","2","5","95.49","551.24335878","5.001","1"
"5920","triciribine","8","4","2","144.47","320.12330312","0.691","0"
"5919","Akt inhibitor IV","2","0","6","52.66","487.19564308","8.422","1"
"5918","AGL 2043","3","0","1","71.84","280.07826748","1.888","0"
"5917","AG 9","2","0","2","56.81","184.06366294","1.573","0"
"5916","AG 490","3","3","5","93.35","294.10044242","2.399","0"
"5915","AG 1296","2","0","3","44.24","266.1055278","2.553","0"
"5914","AG 1295","2","0","1","25.78","234.11569856","3.865","0"
"5913","AG 112","4","2","2","117.62","236.06981094","0.673","0"
"5912","AG 1024","2","1","2","67.81","304.02112524","3.656","0"
"5911","compound 3a [PMID: 22873688]","13","5","7","257.29","470.047177","-3.006","1"
"5910","Rp-5-OMe-UDP&alpha;B","14","5","7","221.01","433.0584529","-5.067","1"
"5909","MRS2802","11","6","6","228.23","438.00408908","-3.511","2"
"5908","MRS2905","10","6","7","243.25","432.01573918","-2.622","1"
"5907","AR-C118925XX","6","3","6","166.58","537.15830878","6.112","1"
"5906","compound 20o [PMID: 22984835]","12","2","18","154.89","637.32239706","2.156","2"
"5905","compound 4 [PMID: 22984835]","12","2","17","169.08","599.25912806","2.014","2"
"5904","PSB-0739","11","3","8","187.72","609.0252452","4.477","1"
"5903","MRS2957","19","9","13","376.08","739.05404841","-5.992","3"
"5902","PSB1114","13","7","8","299.59","533.94757599","-4.489","2"
"5901","BMS compound 4c","4","1","7","88.17","470.13881712","7.946","1"
"5894","beclometasone dipropionate","7","1","8","106.97","520.2227815","2.832","0"
"5893","vemurafenib","5","2","7","100.3","489.0725467","6.392","1"
"5892","temsirolimus","17","4","11","241.96","1029.6024864","3.544","2"
"5891","regorafenib","6","3","9","92.35","482.07688102","3.913","0"
"5890","ponatinib","6","1","6","65.77","532.21984436","5.195","1"
"5889","everolimus","15","3","9","204.66","957.581357","4.131","1"
"5887","cabozantinib","5","2","10","98.78","501.16999928","4.582","0"
"5886","hymeglusin","5","2","10","83.83","324.19367422","3.923","0"
"5885","lifibrol","3","2","8","66.76","342.18310952","4.923","0"
"5884","lorazepam","4","2","1","61.69","320.011933","3.895","0"
"5872","JMV3008","5","3","11","109.98","603.29578834","7.291","1"
"5871","Abbott 14c","8","4","9","128.18","420.22737436","3.192","0"
"5870","GSK1614343","6","2","8","60.5","487.18067986","3.536","0"
"5868","L-692,429","8","3","8","129.89","509.25392348","5.243","1"
"5867","ibutamoren","9","2","10","130.42","528.24064154","1.914","0"
"5866","SM-130,686","6","2","8","86.87","469.13800412","3.463","0"
"5865","15-deoxy-TIC","3","2","9","57.53","368.23514514","5.21","1"
"5864","15R-TIC","4","3","9","77.76","384.23005976","3.813","0"
"5863","[<sup>3</sup>H]LTE<sub>4</sub>","6","4","18","146.15","439.23924458","3.056","1"
"5862","RO5166017","4","1","4","50.85","219.1371623","2.225","0"
"5861","iralukast","5","3","17","159.57","710.2161241","9.906","2"
"5859","TCS 2510","6","2","11","95","383.2321254","3.699","1"
"5858","grapiprant","7","2","9","113.84","491.19911102","3.734","0"
"5857","CJ-042794","4","2","7","75.63","413.08301406","5.542","1"
"5856","MF 498","7","1","12","132.51","603.20392166","3.999","1"
"5855","FK-788","6","2","9","96.3","447.16818772","3.846","0"
"5854","FR181157","3","1","8","72.56","465.19400856","7.136","1"
"5853","EP 157","2","1","11","58.89","443.24604418","8.054","2"
"5852","MRE-269","6","1","11","75.55","419.22089202","5.304","2"
"5851","BAY-73-1449","5","2","9","84.34","425.17394178","2.944","0"
"5850","3-hydroxylauric acid","3","2","10","57.53","216.17254482","3.842","0"
"5849","2-hydroxylauric acid","3","2","10","57.53","216.17254482","4.319","0"
"5848","3-hydroxy capric acid","3","2","8","57.53","188.14124466","2.704","0"
"5847","2-hydroxy capric acid","3","2","8","57.53","188.14124466","3.181","0"
"5846","6-n-octylaminouracil","3","3","8","77.75","239.16337708","3.821","0"
"5844","L-826266","4","1","8","80.85","569.0063191","7.313","1"
"5836","Met-Met-Trp-Leu-Leu","11","7","25","246.11","692.3389758","2.333","3"
"5835","AG-14","3","1","8","78.38","404.1372219","5.023","1"
"5834","compound R-(-)-5f [PMID: 22607879]","4","1","8","73.22","517.10010392","5.434","1"
"5833","AG-09/1","3","2","7","135.45","358.07357604","2.349","0"
"5832","AG-11/03","3","2","7","117.61","359.07621892","3.199","0"
"5831","pyrazolone, 1","4","2","6","67.54","384.13530376","3.703","0"
"5830","diamide 7","4","3","7","106.67","394.13511374","3.557","0"
"5829","methionine benzimidazole 6","3","2","9","105.45","423.16166286","4.514","0"
"5828","3570-0208 [PMID:19807662]","3","0","4","74.33","376.14230728","4.903","0"
"5827","group E 1682-2106 [PMID:16118363]","6","1","3","135.31","376.05514912","1.436","0"
"5826","sufinpyrazone","5","0","6","76.9","404.11946366","2.398","0"
"5825","BVT173187","2","2","3","49.33","328.97771168","5.319","1"
"5824","ONO-AE2-227","4","2","7","66.4","409.16779378","5.655","1"
"5823","ONO-AE5-599","3","2","12","58.56","485.29299442","8.5","2"
"5822","DG-041","4","1","7","104.79","589.9262234","6.385","1"
"5821","ONO-AP-324","4","2","10","75.63","439.17835848","5.256","1"
"5820","treprostinil","4","3","10","86.99","390.24062446","4.136","0"
"5819","compound 1 [PMID: 20080612]","4","1","6","96.78","333.10347924","3.002","0"
"5818","TG4-155","2","1","9","61.72","394.18925752","3.681","0"
"5817","PF-04418948","4","1","7","76.07","409.13255112","3.616","0"
"5816","taprenepag","7","1","10","122.48","478.13109098","2.716","0"
"5815","QA1","5","0","9","54.78","467.3147925","5.372","1"
"5814","PI1","3","0","8","47.36","423.17135496","4.786","0"
"5813","SHA 68","6","1","6","61.88","445.18017004","4.169","0"
