"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand","Ligand ID","Target","Target ID","Target Ligand","Target Ligand ID","Target Species","Type"
"alirocumab","6744","proprotein convertase subtilisin/kexin type 9","2388",,"0","Human","Antibody"
"alemtuzumab","6770","CD52","2602",,"0","Human","Antibody"
"bevacizumab","6771",,"0","VEGFA","5085","Human","Antibody"
"brentuximab vedotin","6772","CD30","1877",,"0","Human","Antibody"
"canakinumab","6773",,"0","IL-1&beta;","4974","Human","Antibody"
"certolizumab pegol","6774",,"0","tumour necrosis factor shed form","5074","Human","Antibody"
"gemtuzumab ozogamicin","6775","CD33","2601",,"0","Human","Antibody"
"golimumab","6776",,"0","tumour necrosis factor shed form","5074","Human","Antibody"
"ibritumomab tiuxetan","6777","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"ofatumumab","6778","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"ranibizumab","6779",,"0","VEGFA","5085","Human","Antibody"
"rituximab","6780","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"tositumomab","6781","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"digitoxin","6782","sodium/potassium-transporting ATPase subunit &alpha;-1","833",,"0","Human","Synthetic organic"
"pimecrolimus","6783","FKBP prolyl isomerase 1A","2609",,"0","Rat","Synthetic organic"
"tacrolimus","6784","FKBP prolyl isomerase 1A","2609",,"0","Human","Synthetic organic"
"vincristine","6785","tubulin beta class I","2640",,"0","Human","Natural product"
"aflibercept","6786",,"0","VEGFA","5085","Human","Peptide"
"alefacept","6787","CD2","2600",,"0","Human","Peptide"
"drotrecogin alfa","6788","coagulation factor V","2606",,"0","Human","Peptide"
"drotrecogin alfa","6788","coagulation factor VIII","2607",,"0","Human","Peptide"
"etanercept","6789",,"0","tumour necrosis factor shed form","5074","Human","Peptide"
"rilonacept","6790",,"0","IL-1&beta;","4974","Human","Peptide"
"acetazolamide","6792","carbonic anhydrase 7","2749",,"0","Human","Synthetic organic"
"acetyldigitoxin","6794","sodium/potassium-transporting ATPase subunit &alpha;-1","833",,"0","Human","Synthetic organic"
"allopurinol","6795","xanthine dehydrogenase","2646",,"0","Human","Synthetic organic"
"brinzolamide","6797","carbonic anhydrase 7","2749",,"0","Human","Synthetic organic"
"cabazitaxel","6798","tubulin beta class I","2640",,"0","Human","Synthetic organic"
"capecitabine","6799","thymidylate synthetase","2642",,"0","Human","Synthetic organic"
"carmustine","6800","glutathione-disulfide reductase","2613",,"0","None","Synthetic organic"
"clofarabine","6802","ribonucleotide reductase regulatory subunit M2","2631",,"0","Human","Synthetic organic"
"dalteparin","6803","serpin family C member 1","2632",,"0","Human","Synthetic organic"
"danaparoid","6804","serpin family C member 1","2632",,"0","Human","Synthetic organic"
"deslanoside","6806","sodium/potassium-transporting ATPase subunit &alpha;-1","833",,"0","Human","Synthetic organic"
"dicumarol","6808","vitamin K epoxide reductase complex subunit 1","2645",,"0","Human","Synthetic organic"
"docetaxel","6809","tubulin beta class I","2640",,"0","Human","Synthetic organic"
"enoxaparin","6811","serpin family C member 1","2632",,"0","Human","Synthetic organic"
"enzalutamide","6812","Androgen receptor","628",,"0","Human","Synthetic organic"
"eribulin","6813","tubulin beta class I","2640",,"0","Human","Synthetic organic"
"ethoxzolamide","6814","carbonic anhydrase 14","2598",,"0","Human","Synthetic organic"
"etoposide","6815","DNA topoisomerase II alpha","2637",,"0","Human","Synthetic organic"
"ezetimibe","6816","NPC1 like intracellular cholesterol transporter 1","2629",,"0","Human","Synthetic organic"
"febuxostat","6817","xanthine dehydrogenase","2646",,"0","Bovine","Synthetic organic"
"finasteride","6818","steroid 5 alpha-reductase 2","2633",,"0","Human","Synthetic organic"
"fondaparinux","6819","serpin family C member 1","2632",,"0","Human","Synthetic organic"
"hydroxyurea","6822","ribonucleotide reductase catalytic subunit M1","2630",,"0","Human","Synthetic organic"
"hydroxyurea","6822","ribonucleotide reductase regulatory subunit M2","2631",,"0","Human","Synthetic organic"
"irinotecan","6823","DNA topoisomerase I","2636",,"0","Bovine","Synthetic organic"
"ixabepilone","6824","tubulin beta class I","2640",,"0","Human","Synthetic organic"
"leflunomide","6825","dihydroorotate dehydrogenase (quinone)","2604",,"0","Human","Synthetic organic"
"levetiracetam","6826","synaptic vesicle glycoprotein 2A","2634",,"0","Rat","Synthetic organic"
"methazolamide","6828","carbonic anhydrase 7","2749",,"0","Human","Synthetic organic"
"mycophenolate mofetil","6831","inosine monophosphate dehydrogenase 1","2624",,"0","Human","Synthetic organic"
"mycophenolate mofetil","6831","inosine monophosphate dehydrogenase 2","2625",,"0","Human","Synthetic organic"
"mycophenolic acid","6832","inosine monophosphate dehydrogenase 1","2624",,"0","Human","Natural product"
"mycophenolic acid","6832","inosine monophosphate dehydrogenase 2","2625",,"0","Human","Natural product"
"nitisinone","6834","4-hydroxyphenylpyruvate dioxygenase","2621",,"0","Pig","Synthetic organic"
"oxiglutatione","6835","glutathione-disulfide reductase","2613",,"0","Human","Synthetic organic"
"pegaptanib","6836",,"0","VEGFA","5085","Human","Synthetic organic"
"pemetrexed","6837","dihydrofolate reductase","2603",,"0","Human","Synthetic organic"
"phenindione","6838","vitamin K epoxide reductase complex subunit 1","2645",,"0","Human","Synthetic organic"
"phenprocoumon","6839","vitamin K epoxide reductase complex subunit 1","2645",,"0","Human","Synthetic organic"
"pralatrexate","6840","dihydrofolate reductase","2603",,"0","Human","Synthetic organic"
"repaglinide","6841","ATP-binding cassette, sub-family C (CFTR/MRP), member 8","2594",,"0","Human","Synthetic organic"
"ribavirin","6842","inosine monophosphate dehydrogenase 1","2624",,"0","Human","Synthetic organic"
"ribavirin","6842","inosine monophosphate dehydrogenase 2","2625",,"0","Human","Synthetic organic"
"teriflunomide","6844","dihydroorotate dehydrogenase (quinone)","2604",,"0","Human","Synthetic organic"
"thioguanine","6845","inosine monophosphate dehydrogenase 1","2624",,"0","Human","Synthetic organic"
"thioguanine","6845","inosine monophosphate dehydrogenase 2","2625",,"0","Human","Synthetic organic"
"tinzaparin","6846","serpin family C member 1","2632",,"0","Human","Synthetic organic"
"tolbutamide","6848","K<sub>ir</sub>6.2","442",,"0","Human","Synthetic organic"
"trilostane","6850","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2","2622",,"0","None","Synthetic organic"
"vinblastine","6851","tubulin beta class I","2640",,"0","Human","Synthetic organic"
"vorinostat","6852","histone deacetylase 1","2658",,"0","Human","Synthetic organic"
"warfarin","6853","vitamin K epoxide reductase complex subunit 1","2645",,"0","Human","Synthetic organic"
"daclizumab","6880","Interleukin-2 receptor subunit &alpha;","1695",,"0","Human","Antibody"
"tocilizumab","6881","Interleukin-6 receptor","2310",,"0","Human","Antibody"
"cetuximab","6882","epidermal growth factor receptor","1797",,"0","Human","Antibody"
"panitumumab","6883","epidermal growth factor receptor","1797",,"0","Human","Antibody"
"eculizumab","6884",,"0","complement C5","8712","Human","Antibody"
"ustekinumab","6885",,"0","IL-12B","5002","Human","Antibody"
"denosumab","6886",,"0","RANK ligand","5066","Human","Antibody"
"belimumab","6887",,"0","BAFF","5069","Human","Antibody"
"ipilimumab","6888","cytotoxic T-lymphocyte-associated protein 4 (CD152)","2743",,"0","Human","Antibody"
"muromonab-CD3","6889","CD3e","2742",,"0","Human","Antibody"
"omalizumab","6890","immunoglobulin heavy constant epsilon","2741",,"0","Human","Antibody"
"abatacept","6891","CD80","2744",,"0","Human","Peptide"
"abatacept","6891","CD86","2745",,"0","Human","Peptide"
"belatacept","6892","CD80","2744",,"0","Human","Peptide"
"belatacept","6892","CD86","2745",,"0","Human","Peptide"
"ibrutinib","6912","Bruton tyrosine kinase","1948",,"0","Human","Synthetic organic"
"obinutuzumab","6941","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"danazol","6942","Androgen receptor","628",,"0","Rat","Synthetic organic"
"flutamide","6943","Androgen receptor","628",,"0","Human","Synthetic organic"
"dromostanolone propionate","6947","Androgen receptor","628",,"0","Human","Synthetic organic"
"ethylestrenol","6948","Androgen receptor","628",,"0","Human","Synthetic organic"
"nandrolone","6949","Androgen receptor","628",,"0","Human","Synthetic organic"
"dextrothyroxine","6951","Thyroid hormone receptor-&alpha;","588",,"0","Human","Synthetic organic"
"dextrothyroxine","6951","Thyroid hormone receptor-&beta;","589",,"0","Human","Synthetic organic"
"tazarotene","6952","Retinoic acid receptor-&alpha;","590",,"0","Human","Synthetic organic"
"tazarotene","6952","Retinoic acid receptor-&beta;","591",,"0","Human","Synthetic organic"
"tazarotene","6952","Retinoic acid receptor-&gamma;","592",,"0","Human","Synthetic organic"
"palifermin","6954","fibroblast growth factor receptor 2","1809",,"0","Human","Peptide"
"alpha-methyltyrosine","6956","L-Tyrosine hydroxylase ","1243",,"0","Human","Synthetic organic"
"tesamorelin","6959","GHRH receptor","247",,"0","Human","Peptide"
"anisindione","6960","&gamma;-Glutamyl carboxylase","1268",,"0","Human","Synthetic organic"
"eltrombopag","6961","Thrombopoietin receptor","1722",,"0","Human","Synthetic organic"
"roflumilast","6962","phosphodiesterase 4B","1301",,"0","Human","Synthetic organic"
"clonazepam","6963","GABA<sub>A</sub> receptor &alpha;1 subunit","404",,"0","Human","Synthetic organic"
"clonazepam","6963","GABA<sub>A</sub> receptor &alpha;2 subunit","405",,"0","Human","Synthetic organic"
"clonazepam","6963","GABA<sub>A</sub> receptor &alpha;3 subunit","406",,"0","Human","Synthetic organic"
"cosyntropin","6965","MC<sub>2</sub> receptor","283",,"0","Human","Peptide"
"corticotropin zinc hydroxide","6967","MC<sub>2</sub> receptor","283",,"0","Human","Peptide"
"pegfilgrastim","6969","Granulocyte colony-stimulating factor receptor","1719",,"0","Human","Peptide"
"oprelvekin","6971","Interleukin-11 receptor","2311",,"0","Human","Peptide"
"anakinra","6972","Interleukin-1 receptor, type I","1905",,"0","Human","Peptide"
"calcitonin (salmon)","6973","CT receptor","43",,"0","Human","Peptide"
"romiplostim","6974","Thrombopoietin receptor","1722",,"0","Human","Peptide"
"vismodegib","6975","SMO","239",,"0","Human","Synthetic organic"
"chlorpheniramine","6976","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"sermorelin","6998","GHRH receptor","247",,"0","Human","Peptide"
"romidepsin","7006","histone deacetylase 1","2658",,"0","Human","Synthetic organic"
"tazemetostat","7011","enhancer of zeste 2 polycomb repressive complex 2 subunit","2654",,"0","Human","Synthetic organic"
"teduglutide","7049","GLP-2 receptor","250",,"0","Human","Peptide"
"aminoglutethimide","7054","CYP19A1","1362",,"0","Human","Synthetic organic"
"beclometasone","7059","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"betamethasone","7061","Glucocorticoid receptor","625",,"0","Human","Metabolite"
"clobetasol propionate","7062","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"desoximetasone","7067","Glucocorticoid receptor","625",,"0","Human","Metabolite"
"diflorasone diacetate","7068","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"ethinylestradiol","7071","Estrogen receptor-&alpha;","620",,"0","Human","Metabolite"
"exemestane","7073","CYP19A1","1362",,"0","Human","Synthetic organic"
"famotidine","7074","H<sub>2</sub> receptor","263",,"0","Human","Synthetic organic"
"flunisolide","7076","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"fluocinolone acetonide","7077","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"fluocinonide","7078","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"fluorometholone","7079","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"fluticasone propionate","7080","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"hydrocodone","7081","&mu; receptor","319",,"0","Human","Synthetic organic"
"hydromorphone","7082","&mu; receptor","319",,"0","Human","Synthetic organic"
"methylprednisolone","7088","Glucocorticoid receptor","625",,"0","Human","Metabolite"
"prednisone","7096","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"testosterone propionate","7100","Androgen receptor","628",,"0","Human","Metabolite"
"acebutolol","7107","&beta;<sub>1</sub>-adrenoceptor","28",,"0","Human","Synthetic organic"
"alfuzosin","7109","&alpha;<sub>1A</sub>-adrenoceptor","22",,"0","Human","Synthetic organic"
"alfuzosin","7109","&alpha;<sub>1B</sub>-adrenoceptor","23",,"0","Human","Synthetic organic"
"alfuzosin","7109","&alpha;<sub>1D</sub>-adrenoceptor","24",,"0","Human","Synthetic organic"
"anagrelide","7114","phosphodiesterase 3A","1298",,"0","Human","Synthetic organic"
"apraclonidine","7117","&alpha;<sub>2A</sub>-adrenoceptor","25",,"0","Human","Synthetic organic"
"apraclonidine","7117","&alpha;<sub>2C</sub>-adrenoceptor","27",,"0","Human","Synthetic organic"
"atomoxetine","7118","NET","926",,"0","Human","Synthetic organic"
"azelastine","7121","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"benzquinamide","7124","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"benzquinamide","7124","COX-2 ","1376",,"0","Human","Synthetic organic"
"biperiden","7128","M<sub>1</sub> receptor","13",,"0","Human","Synthetic organic"
"bromfenac","7131","COX-1 ","1375",,"0","Human","Synthetic organic"
"bupropion","7135","NET","926",,"0","Human","Synthetic organic"
"bupropion","7135","DAT","927",,"0","Human","Synthetic organic"
"carprofen","7141","COX-2 ","1376",,"0","Human","Synthetic organic"
"chlorthalidone","7147","carbonic anhydrase 7","2749",,"0","Human","Synthetic organic"
"cilostazol","7148","phosphodiesterase 3B","1299",,"0","Human","Synthetic organic"
"cyclizine","7151","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"dapiprazole","7155","&alpha;<sub>1D</sub>-adrenoceptor","24",,"0","Human","Synthetic organic"
"desloratadine","7157","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"desvenlafaxine","7158","NET","926",,"0","Human","Synthetic organic"
"desvenlafaxine","7158","SERT","928",,"0","Human","Synthetic organic"
"doxazosin","7170","&alpha;<sub>1A</sub>-adrenoceptor","22",,"0","Human","Synthetic organic"
"doxazosin","7170","&alpha;<sub>1B</sub>-adrenoceptor","23",,"0","Human","Synthetic organic"
"doxazosin","7170","&alpha;<sub>1D</sub>-adrenoceptor","24",,"0","Human","Synthetic organic"
"epinastine","7176","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"escitalopram","7177","SERT","928",,"0","Human","Synthetic organic"
"esmolol","7178","&beta;<sub>1</sub>-adrenoceptor","28",,"0","Human","Synthetic organic"
"etodolac","7185","COX-2 ","1376",,"0","Human","Synthetic organic"
"fenofibrate","7186","Peroxisome proliferator-activated receptor-&alpha;","593",,"0","Human","Synthetic organic"
"fluvoxamine","7189","SERT","928",,"0","Human","Synthetic organic"
"frovatriptan","7191","5-HT<sub>1B</sub> receptor","2",,"0","Human","Synthetic organic"
"frovatriptan","7191","5-HT<sub>1D</sub> receptor","3",,"0","Human","Synthetic organic"
"hydroxychloroquine","7198","TLR7","1757",,"0","Human","Synthetic organic"
"hydroxychloroquine","7198","TLR9","1759",,"0","Human","Synthetic organic"
"hydroxyzine","7199","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"ibutilide","7200","K<SUB>v</SUB>11.1","572",,"0","Human","Synthetic organic"
"inamrinone","7202","phosphodiesterase 3A","1298",,"0","Human","Synthetic organic"
"inamrinone","7202","phosphodiesterase 3B","1299",,"0","Human","Synthetic organic"
"ketotifen","7206","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"labetalol","7207","&alpha;<sub>1D</sub>-adrenoceptor","24",,"0","Human","Synthetic organic"
"labetalol","7207","&beta;<sub>1</sub>-adrenoceptor","28",,"0","Human","Synthetic organic"
"labetalol","7207","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"levallorphan","7209","&mu; receptor","319",,"0","Human","Synthetic organic"
"loperamide","7215","&mu; receptor","319",,"0","Human","Synthetic organic"
"loratadine","7216","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"meclofenamic acid","7219","COX-1 ","1375",,"0","Human","Synthetic organic"
"meclofenamic acid","7219","COX-2 ","1376",,"0","Human","Synthetic organic"
"meloxicam","7220","COX-2 ","1376",,"0","Human","Synthetic organic"
"pethidine","7221","&mu; receptor","319",,"0","Human","Synthetic organic"
"methylphenidate","7236","NET","926",,"0","Human","Synthetic organic"
"methylphenidate","7236","DAT","927",,"0","Human","Synthetic organic"
"mirtazapine","7241","5-HT<sub>2A</sub> receptor","6",,"0","Human","Synthetic organic"
"mirtazapine","7241","5-HT<sub>2C</sub> receptor","8",,"0","Human","Synthetic organic"
"mirtazapine","7241","&alpha;<sub>2A</sub>-adrenoceptor","25",,"0","Human","Synthetic organic"
"mirtazapine","7241","&alpha;<sub>2B</sub>-adrenoceptor","26",,"0","Human","Synthetic organic"
"mirtazapine","7241","&alpha;<sub>2C</sub>-adrenoceptor","27",,"0","Human","Synthetic organic"
"nefazodone","7247","5-HT<sub>2A</sub> receptor","6",,"0","Human","Synthetic organic"
"nefazodone","7247","NET","926",,"0","Human","Synthetic organic"
"nefazodone","7247","SERT","928",,"0","Human","Synthetic organic"
"orciprenaline","7250","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"oxaprozin","7252","COX-1 ","1375",,"0","Human","Synthetic organic"
"oxaprozin","7252","COX-2 ","1376",,"0","Human","Synthetic organic"
"pamidronic acid","7259","farnesyl diphosphate synthase","644",,"0","Human","Synthetic organic"
"phenelzine","7266","Monoamine oxidase A","2489",,"0","Human","Synthetic organic"
"phenelzine","7266","Monoamine oxidase B","2490",,"0","Human","Synthetic organic"
"phenoxybenzamine","7268","&alpha;<sub>2B</sub>-adrenoceptor","26",,"0","Human","Synthetic organic"
"phenylbutazone","7270","COX-1 ","1375",,"0","Human","Synthetic organic"
"phenylbutazone","7270","COX-2 ","1376",,"0","Human","Synthetic organic"
"piroxicam","7273","COX-1 ","1375",,"0","Human","Synthetic organic"
"piroxicam","7273","COX-2 ","1376",,"0","Human","Synthetic organic"
"probucol","7277","ABCA1","756",,"0","Human","Synthetic organic"
"prochlorperazine","7279","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"prochlorperazine","7279","D<sub>3</sub> receptor","216",,"0","Human","Synthetic organic"
"promazine","7281","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"promazine","7281","D<sub>3</sub> receptor","216",,"0","Human","Synthetic organic"
"promethazine","7282","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"protriptyline","7285","NET","926",,"0","Human","Synthetic organic"
"protriptyline","7285","SERT","928",,"0","Human","Synthetic organic"
"ropinirole","7295","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"ropinirole","7295","D<sub>3</sub> receptor","216",,"0","Human","Synthetic organic"
"sotalol","7297","&beta;<sub>1</sub>-adrenoceptor","28",,"0","Human","Synthetic organic"
"sotalol","7297","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"suprofen","7298","COX-1 ","1375",,"0","Human","Synthetic organic"
"suprofen","7298","COX-2 ","1376",,"0","Human","Synthetic organic"
"tadalafil","7299","phosphodiesterase 5A","1304",,"0","Human","Synthetic organic"
"terazosin","7302","&alpha;<sub>1A</sub>-adrenoceptor","22",,"0","Human","Synthetic organic"
"terazosin","7302","&alpha;<sub>1B</sub>-adrenoceptor","23",,"0","Human","Synthetic organic"
"terazosin","7302","&alpha;<sub>1D</sub>-adrenoceptor","24",,"0","Human","Synthetic organic"
"testolactone","7303","CYP19A1","1362",,"0","Human","Synthetic organic"
"tolazoline","7310","&alpha;<sub>2A</sub>-adrenoceptor","25",,"0","Human","Synthetic organic"
"tolazoline","7310","&alpha;<sub>2B</sub>-adrenoceptor","26",,"0","Human","Synthetic organic"
"tolazoline","7310","&alpha;<sub>2C</sub>-adrenoceptor","27",,"0","Human","Synthetic organic"
"triazolam","7313","GABA<sub>A</sub> receptor &alpha;1 subunit","404",,"0","Human","Synthetic organic"
"triazolam","7313","GABA<sub>A</sub> receptor &alpha;2 subunit","405",,"0","Human","Synthetic organic"
"triazolam","7313","GABA<sub>A</sub> receptor &alpha;3 subunit","406",,"0","Human","Synthetic organic"
"triazolam","7313","GABA<sub>A</sub> receptor &alpha;5 subunit","408",,"0","Human","Synthetic organic"
"trihexyphenidyl","7315","M<sub>1</sub> receptor","13",,"0","Human","Synthetic organic"
"trimipramine","7317","NET","926",,"0","Human","Synthetic organic"
"trimipramine","7317","DAT","927",,"0","Human","Synthetic organic"
"trimipramine","7317","SERT","928",,"0","Human","Synthetic organic"
"tripelennamine","7318","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"tropicamide","7319","M<sub>3</sub> receptor","15",,"0","Human","Synthetic organic"
"vardenafil","7320","phosphodiesterase 5A","1304",,"0","Human","Synthetic organic"
"venlafaxine","7321","NET","926",,"0","Human","Synthetic organic"
"venlafaxine","7321","SERT","928",,"0","Human","Synthetic organic"
"nivolumab","7335","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
"flutemetamol","7342",,"0","amyloid &beta;","4865","Human","Synthetic organic"
"evolocumab","7343","proprotein convertase subtilisin/kexin type 9","2388",,"0","Human","Antibody"
"florbetapir","7344",,"0","amyloid &beta;","4865","Human","Synthetic organic"
"ospemifene","7349","Estrogen receptor-&alpha;","620",,"0","Human","Synthetic organic"
"ospemifene","7349","Estrogen receptor-&beta;","621",,"0","Human","Synthetic organic"
"vortioxetine","7351","5-HT<sub>1A</sub> receptor","1",,"0","Human","Synthetic organic"
"vortioxetine","7351","5-HT<sub>1B</sub> receptor","2",,"0","Human","Synthetic organic"
"vortioxetine","7351","5-HT<sub>7</sub> receptor","12",,"0","Human","Synthetic organic"
"vortioxetine","7351","5-HT<sub>3</sub>A","379",,"0","Human","Synthetic organic"
"vortioxetine","7351","SERT","928",,"0","Human","Synthetic organic"
"macitentan","7352","ET<sub>A</sub> receptor","219",,"0","Human","Synthetic organic"
"vilanterol","7353","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"bazedoxifene","7355","Estrogen receptor-&alpha;","620",,"0","Human","Synthetic organic"
"bazedoxifene","7355","Estrogen receptor-&beta;","621",,"0","Human","Synthetic organic"
"simeprevir","7367","Hepatitis C virus genome polyprotein","2952",,"0","Hepatitis C virus","Synthetic organic"
"apremilast","7372","phosphodiesterase 4A","1300",,"0","Human","Synthetic organic"
"apremilast","7372","phosphodiesterase 4B","1301",,"0","Human","Synthetic organic"
"apremilast","7372","phosphodiesterase 4C","1302",,"0","Human","Synthetic organic"
"apremilast","7372","phosphodiesterase 4D","1303",,"0","Human","Synthetic organic"
"palbociclib","7380","cyclin dependent kinase 4","1976",,"0","Human","Synthetic organic"
"palbociclib","7380","cyclin dependent kinase 6","1978",,"0","Human","Synthetic organic"
"ribociclib","7383","cyclin dependent kinase 4","1976",,"0","Human","Synthetic organic"
"catumaxomab","7385","CD3e","2742",,"0","Human","Antibody"
"lixisenatide","7387","GLP-1 receptor","249",,"0","Human","Peptide"
"ramucirumab","7390","kinase insert domain receptor","1813",,"0","Human","Antibody"
"tasimelteon","7393","MT<sub>1</sub> receptor","287",,"0","Human","Synthetic organic"
"tasimelteon","7393","MT<sub>2</sub> receptor","288",,"0","Human","Synthetic organic"
"daratumumab","7395","CD38","2766",,"0","Human","Antibody"
"siltuximab","7396",,"0","IL-6","4998","Human","Antibody"
"ceritinib","7397","ALK receptor tyrosine kinase","1839",,"0","Human","Synthetic organic"
"ibudilast","7399","phosphodiesterase 4A","1300",,"0","Human","Synthetic organic"
"ibudilast","7399","phosphodiesterase 4B","1301",,"0","Human","Synthetic organic"
"ibudilast","7399","phosphodiesterase 4C","1302",,"0","Human","Synthetic organic"
"nimesulide","7401","COX-1 ","1375",,"0","Human","Synthetic organic"
"nimesulide","7401","COX-2 ","1376",,"0","Human","Synthetic organic"
"raltitrexed","7403","thymidylate synthetase","2642",,"0","Human","Synthetic organic"
"tolrestat","7404","aldo-keto reductase family 1 member B","2768",,"0","Human","Synthetic organic"
"lenvatinib","7426","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"lenvatinib","7426","fms related receptor tyrosine kinase 4","1814",,"0","Human","Synthetic organic"
"vilazodone","7427","5-HT<sub>1A</sub> receptor","1",,"0","Human","Synthetic organic"
"vilazodone","7427","SERT","928",,"0","Human","Synthetic organic"
"moclobemide","7428","Monoamine oxidase A","2489",,"0","Human","Synthetic organic"
"budesonide","7434","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"levomilnacipran","7435","NET","926",,"0","Human","Synthetic organic"
"levomilnacipran","7435","SERT","928",,"0","Human","Synthetic organic"
"milnacipran","7436","NET","926",,"0","Human","Synthetic organic"
"milnacipran","7436","SERT","928",,"0","Human","Synthetic organic"
"vedolizumab","7437","integrin &alpha;4&beta;7","2770",,"0","Human","Antibody"
"ingenol mebutate","7443","protein kinase C delta","1485",,"0","Human","Natural product"
"mirabegron","7445","&beta;<sub>3</sub>-adrenoceptor","30",,"0","Human","Synthetic organic"
"peginesatide","7447","Eythropoietin receptor","1718",,"0","Human","Peptide"
"aclidinium","7449","M<sub>3</sub> receptor","15",,"0","Human","Synthetic organic"
"tafluprost","7451","FP receptor","344",,"0","Human","Synthetic organic"
"crofelemer","7453","CFTR","707",,"0","Human","Natural product"
"crofelemer","7453","CaCC","708",,"0","Human","Natural product"
"indacaterol","7455","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"glycopyrrolate","7459","M<sub>1</sub> receptor","13",,"0","Human","Synthetic organic"
"glycopyrrolate","7459","M<sub>2</sub> receptor","14",,"0","Human","Synthetic organic"
"glycopyrrolate","7459","M<sub>3</sub> receptor","15",,"0","Human","Synthetic organic"
"glycopyrrolate","7459","M<sub>4</sub> receptor","16",,"0","Human","Synthetic organic"
"glycopyrrolate","7459","M<sub>5</sub> receptor","17",,"0","Human","Synthetic organic"
"ulipristal acetate","7460","Progesterone receptor","627",,"0","Human","Synthetic organic"
"ulipristal acetate","7460","Progesterone receptor","627",,"0","Human","Synthetic organic"
"lurasidone","7461","5-HT<sub>7</sub> receptor","12",,"0","Human","Synthetic organic"
"peginterferon alfa-2b","7462","interferon &alpha;/&beta;  receptor 1","1723",,"0","Human","Peptide"
"peginterferon alfa-2b","7462","Interferon-&alpha;/&beta; receptor","1898",,"0","Human","Peptide"
"ciclesonide","7469","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"alvimopan","7471","&mu; receptor","319",,"0","Human","Synthetic organic"
"lacosamide","7472","Na<sub>v</sub>1.7","584",,"0","Human","Synthetic organic"
"difluprednate","7474","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"lorlatinib","7476","ALK receptor tyrosine kinase","1839",,"0","Human","Synthetic organic"
"lorlatinib","7476","c-ros oncogene 1, receptor tyrosine kinase","1840",,"0","Human","Synthetic organic"
"tapentadol","7477","&mu; receptor","319",,"0","Human","Synthetic organic"
"tapentadol","7477","NET","926",,"0","Human","Synthetic organic"
"solifenacin","7483","M<sub>2</sub> receptor","14",,"0","Human","Synthetic organic"
"solifenacin","7483","M<sub>3</sub> receptor","15",,"0","Human","Synthetic organic"
"pegvisomant","7485","Growth hormone receptor","1720",,"0","Human","Peptide"
"palonosetron","7486","5-HT<sub>3</sub>A","379",,"0","Human","Synthetic organic"
"alpha1-proteinase inhibitor","7487","elastase, neutrophil expressed","2358",,"0","Human","Peptide"
"pembrolizumab","7499","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
