"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand id","Name","Species","Type","PubChem SID","PubChem CID","ChEMBl ID","Chebi ID","UniProt id","Ensembl ID","IUPAC name","INN","CAS","DrugBank ID","Drug Central ID"
"544","LK 204-545","","Synthetic organic","135650529","5311116","CHEMBL207802","","","","1-[2-[[3-[2-cyano-4-[2-(cyclopropylmethoxy)ethoxy]phenoxy]-2-hydroxypropyl]amino]ethyl]-3-(4-hydroxyphenyl)urea","","","",""
"5527","LL-37","Human","Peptide","178102170","134611881","","","P49913","ENSG00000164047","","","","",""
"2932","L-lactic acid","","Metabolite","135651506","107689","CHEMBL330546","CHEBI:422","","","(2S)-2-hydroxypropanoic acid","","79-33-4","",""
"13380","LLC0424","","Synthetic organic","","","","","","","N-Cyclopropyl-N-(4-((4-((1-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)piperidin-4-yl)carbamoyl)phenyl)carbamoyl)benzyl)-3-oxo-3,4-dihydro-2H-benzo[b][1,4]oxazine-7-carboxamide","","","",""
"3312","L-leucine","","Metabolite","178100346","6106","CHEMBL291962","CHEBI:15603","","","(2S)-2-amino-4-methylpentanoic acid","leucine","61-90-5","DB01746","1557"
"4751","L-leucinol","","Synthetic organic","178101461","111307","","","","","(2S)-2-amino-4-methylpentan-1-ol","","","",""
"12107","LL-K9-3","","Synthetic organic","472319229","164946948","","","","","N-(5-(((5-(tert-Butyl)oxazol-2-yl)methyl)thio)thiazol-2-yl)-1-((2-(2-(((1R, 2S, 5R)-2-isopropyl-5-methylcyclohexyl)oxy) acetamido)ethyl)sulfonyl)piperidine-4-carboxamide","","","",""
"12267","LLL12","","Synthetic organic","473153855","46911017","CHEMBL2380760","","","","5-hydroxy-9,10-dioxoanthracene-1-sulfonamide","","1260247-42-4","",""
"9527","LLY-283","","Synthetic organic","336446913","122669401","","","","","(2R,3R,4S,5R)-2-(4-aminopyrrolo[2,3-d]pyrimidin-7-yl)-5-[(R)-hydroxy(phenyl)methyl]oxolane-3,4-diol","","","",""
"8239","LLY-507","","Synthetic organic","249565919","91623361","","","","","3-cyano-5-(2-{4-[2-(3-methyl-1H-indol-1-yl)ethyl]piperazin-1-yl}phenyl)-N-[3-(pyrrolidin-1-yl)propyl]benzamide","","","",""
"724","L-lysine","","Metabolite","135651507","5962","CHEMBL8085","CHEBI:18019","","","(2S)-2,6-diaminohexanoic acid","lysine","56-87-1","DB00123","1622"
"9016","LM10","","Synthetic organic","315661101","135743630","CHEMBL1812545","","","","6-fluoro-3-[(E)-2-(1H-1,2,3,4-tetrazol-5-yl)ethenyl]-1H-indole","","","",""
"13391","LM11A-31","","Synthetic organic","","18604758","","","","","(2S,3S)-2-amino-3-methyl-N-(2-morpholin-4-ylethyl)pentanamide","","","",""
"4814","L-methionine","","Metabolite","178101516","6137","CHEMBL42336","CHEBI:16643","","","(2S)-2-amino-4-(methylsulfanyl)butanoic acid","methionine","63-68-3","DB00134","3347"
"5213","L-NAME","","Synthetic organic","178101898","39836","CHEMBL7890","","","","methyl (2S)-2-amino-5-(1-nitrocarbamimidamido)pentanoate","","50903-99-6","",""
"8759","L-NNA","","Synthetic organic","252827417","440005","CHEMBL227744","","","","","","2149-70-4","",""
"9743","lodoxamide","","Synthetic organic","354702216","44564","CHEMBL1201266","","","","2-[[2-chloro-5-cyano-3-(oxaloamino)phenyl]amino]-2-oxoacetic acid","lodoxamide","53882-12-5","","3325"
"7551","lofepramine","","Synthetic organic","223365887","3947","CHEMBL87708","CHEBI:47782","","","1-(4-chlorophenyl)-2-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylamino]ethanone","lofepramine","23047-25-8","","1592"
"9868","lofexidine","","Synthetic organic","363894162","30668","CHEMBL17860","","","","2-[1-(2,6-dichlorophenoxy)ethyl]-4,5-dihydro-1H-imidazole","lofexidine","31036-80-3","DB04948","1593"
"13410","lolamicin","","Synthetic organic","","168894634","","","","","3-[[3-[4-(2,6-dimethylpyridin-4-yl)-1H-pyrazol-5-yl]phenoxy]methyl]benzonitrile","","","",""
"13210","lomedeucitinib","","Synthetic organic","491299992","138620496","","","","","4-[(3-methylsulfonylpyridin-2-yl)amino]-6-[[(2R)-spiro[2.2]pentane-2-carbonyl]amino]-N-(trideuteriomethyl)pyridazine-3-carboxamide","lomedeucitinib","2328068-29-5","",""
"12407","lomefloxacin","","Synthetic organic","479821198","3948","CHEMBL561","CHEBI:116278","","","1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid","lomefloxacin","98079-51-7","DB00978","1594"
"7439","lomitapide","","Synthetic organic","178104011","9853053","CHEMBL354541","CHEBI:72297","","","N-(2,2,2-trifluoroethyl)-9-[4-[4-[[2-[4-(trifluoromethyl)phenyl]benzoyl]amino]piperidin-1-yl]butyl]fluorene-9-carboxamide","lomitapide","82431-12-5","DB08827","4721"
"7214","lomustine","","Synthetic organic","178103789","3950","CHEMBL514","","","","2-chloro-N-(cyclohexyl-C-hydroxycarbonimidoyl)-N-nitrosoethan-1-amine","lomustine","13010-47-4","DB01206","1596"
"8024","lonafarnib","","Synthetic organic","249565704","148195","CHEMBL298734","","","","4-[2-[4-[(11R)-3,10-dibromo-8-chloro-6,11-dihydro-5H-benzo[1,2]cyclohepta[2,4-b]pyridin-11-yl]piperidin-1-yl]-2-oxoethyl]piperidine-1-carboxamide","lonafarnib","193275-84-2","","5414"
"11521","loncastuximab tesirine","","Antibody","441604893","","","","","","","loncastuximab tesirine","","",""
"11716","londamocitinib","","Synthetic organic","458923751","135240395","CHEMBL4447181","","","","(2R)-N-[3-[5-fluoro-2-(2-fluoro-3-methylsulfonylanilino)pyrimidin-4-yl]-1H-indol-7-yl]-3-methoxy-2-(4-methylpiperazin-1-yl)propanamide","","2241039-81-4","",""
"12601","lonidamine","","Synthetic organic","479821391","39562","CHEMBL1257030","CHEBI:50138","","","1-[(2,4-dichlorophenyl)methyl]indazole-3-carboxylic acid","lonidamine","","DB06266",""
"11275","lonodelestat","","Synthetic organic","434321710","71532754","","","","","","lonodelestat","906547-89-5","",""
"7215","loperamide","","Synthetic organic","178103790","3955","CHEMBL841","","","","4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide","loperamide","53179-11-6","DB00836","1599"
"11504","lopinavir","","Synthetic organic","441604876","92727","CHEMBL729","","","","(2S)-N-[(2S,4S,5S)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide","lopinavir","192725-17-0","DB01601",""
"12247","loracarbef","","Synthetic organic","473153835","5284585","CHEMBL1013","CHEBI:47544","","","(6R,7S)-7-[(2R)-2-amino-2-phenylacetamido]-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid","loracarbef","76470-66-1","DB00447","1603"
"7216","loratadine","","Synthetic organic","178103791","3957","CHEMBL998","","","","ethyl 4-(8-chloro-5,6-dihydrobenzo[1,2]cyclohepta[2,4-b]pyridin-11-ylidene)piperidine-1-carboxylate","loratadine","79794-75-5","DB00455","1605"
"5884","lorazepam","","Synthetic organic","178102508","3958","CHEMBL580","","","","7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one","lorazepam","846-49-1","DB00186","1606"
"2941","lorcaserin","","Synthetic organic","135650530","11658860","CHEMBL360328","","","","(1R)-8-chloro-1-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine","lorcaserin","616202-92-7","DB04871","4374"
"9620","lorecivivint","","Synthetic organic","340590250","135565709","","","","","N-(5-{3-[7-(3-fluorophenyl)-1H-imidazo[4,5-c]pyridin-2-yl]-1H-indazol-5-yl}pyridin-3-yl)-3-methylbutanamide","lorecivivint","","",""
"5466","loreclezole","","Synthetic organic","178102116","3034012","CHEMBL1397886","","","","1-[(Z)-2-chloro-2-(2,4-dichlorophenyl)ethenyl]-1H-1,2,4-triazole","loreclezole","117857-45-1","",""
"891","lorglumide","","Synthetic organic","135650531","3960","CHEMBL24938","","","","4-[(3,4-dichlorobenzoyl)amino]-5-(dipentylamino)-5-oxopentanoic acid","lorglumide","97964-56-2","",""
"7476","lorlatinib","","Synthetic organic","187051779","71731823","CHEMBL3286830","","","","","lorlatinib","1454846-35-5","","5302"
"7553","lormetazepam","","Synthetic organic","223365889","13314","CHEMBL22097","CHEBI:52993","","","7-chloro-5-(2-chlorophenyl)-3-hydroxy-1-methyl-3H-1,4-benzodiazepin-2-one","lormetazepam","","","1608"
"725","L-ornithine","","Metabolite","135651508","6262","CHEMBL446143","CHEBI:15729","","","(2S)-2,5-diaminopentanoic acid","ornithine","70-26-8","DB00129","3401"
"10631","lorpucitinib","","Synthetic organic","404859078","134611548","","","","","2-{1-[trans-4-(cyanomethyl)cyclohexyl]-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridin-2-yl}-N-(2-hydroxy-2-methylpropyl)acetamide","lorpucitinib","","",""
"7431","lorvotuzumab mertansine","","Antibody","178104003","","","","","","","lorvotuzumab mertansine","","",""
"590","losartan","","Synthetic organic","135650532","3961","CHEMBL191","CHEBI:6541","","","[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol","losartan","114798-26-4","DB00678","1610"
"7835","losmapimod","","Synthetic organic","223366166","11552706","CHEMBL1088752","","","","6-[5-(cyclopropylcarbamoyl)-3-fluoro-2-methylphenyl]-N-(2,2-dimethylpropyl)pyridine-3-carboxamide","losmapimod","585543-15-3","",""
"7085","loteprednol etabonate","","Metabolite","178103663","444025","CHEMBL1200865","","","","chloromethyl (8S,9S,10R,11S,13S,14S,17R)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-17-carboxylate","loteprednol","82034-46-6","DB00873","1611"
"2739","lovastatin","","Natural product","135652701","53232","CHEMBL503","CHEBI:40303","","","[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate","lovastatin","75330-75-5","DB00227","1612"
"5320","low-density lipoprotein receptor-related protein 4","Human","Peptide","53801013","","","","O75096","ENSG00000134569","","","","",""
"205","loxapine","","Synthetic organic","135650533","3964","CHEMBL831","CHEBI:50841","","","8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,5]benzoxazepine","loxapine","1977-10-2","DB00408","1613"
"892","loxiglumide","","Synthetic organic","135650534","60182","CHEMBL206025","","","","4-[(3,4-dichlorobenzoyl)amino]-5-(3-methoxypropyl-pentylamino)-5-oxopentanoic acid","loxiglumide","107097-80-3","","1614"
"5018","loxoribine","","Synthetic organic","178101715","135410906","CHEMBL292008","","","","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-7-(prop-2-en-1-yl)-6,7,8,9-tetrahydro-3H-purine-6,8-dione","loxoribine","121288-39-9","",""
"8434","LP-12","","Synthetic organic","252166644","23643664","CHEMBL243954","","","","6-[4-(2-phenylphenyl)piperazin-1-yl]-N-(1,2,3,4-tetrahydronaphthalen-1-yl)hexanamide","","","",""
"8436","LP-211","","Synthetic organic","252166646","25107716","CHEMBL522691","","","","N-[(4-cyanophenyl)methyl]-6-[4-(2-phenylphenyl)piperazin-1-yl]hexanamide","","","",""
"8773","LP-360924","","Synthetic organic","252827431","91938092","","","","","6-methoxy-N2-(3-methoxypropyl)-N4-{4-phenyl-5-[4-(pyrimidin-2-yl)piperazine-1-carbonyl]-1,3-thiazol-2-yl}-1,3,5-triazine-2,4-diamine","","","",""
"4576","LP-403812","","Synthetic organic","178101297","59001466","","","","","N-{1-tert-butyl-3-[(2S)-2-(pyrrolidin-1-ylmethyl)pyrrolidine-1-carbonyl]-1H-pyrazolo[3,4-d][1,3]thiazol-5-yl}-4-methylbenzamide","","","",""
"8435","LP-44","","Synthetic organic","252166645","11224758","CHEMBL225284","","","","6-[4-(2-methylsulfanylphenyl)piperazin-1-yl]-N-(1,2,3,4-tetrahydronaphthalen-1-yl)hexanamide","","","",""
"8774","LP-471756","","Synthetic organic","252827432","789353","","","","","4-cyclohexyl-N-(2-methylphenyl)benzenesulfonamide","","","",""
"11405","LP533401","","Synthetic organic","440816774","44560455","CHEMBL511275","","","","(2S)-2-amino-3-[4-[2-amino-6-[2,2,2-trifluoro-1-[4-(3-fluorophenyl)phenyl]ethoxy]pyrimidin-4-yl]phenyl]propanoic acid","","945976-43-2","",""
"8572","LP99","","Synthetic organic","252166773","91827372","","","","","N-[(2R,3S)-2-(4-chlorophenyl)-1-(1,4-dimethyl-2-oxo-1,2-dihydroquinolin-7-yl)-6-oxopiperidin-3-yl]-2-methylpropane-1-sulfonamide","","","",""
"2906","LPA","","Metabolite","135651509","5497152","","","","","(2-hydroxy-3-phosphonooxypropyl) (Z)-octadec-9-enoate","","22002-87-5","",""
"3313","L-phenylalanine","","Metabolite","178100347","6140","CHEMBL301523","CHEBI:17295","","","(2S)-2-amino-3-phenylpropanoic acid","phenylalanine","63-91-2","DB00120","2144"
"4752","L-phenylalaninol","","Synthetic organic","178101462","447213","CHEMBL1235287","","","","(2S)-2-amino-3-phenylpropan-1-ol","","","",""
"12435","L-Phe-Phe-Phe","","Peptide","479821225","","","","","","","","","",""
"3314","L-proline","","Metabolite","178100348","145742","CHEMBL54922","CHEBI:17203","","","(2S)-pyrrolidine-2-carboxylic acid","proline","147-85-3","DB00172","4125"
"5019","LPS","","Natural product","178101716","","","","","","","","","",""
"10023","LRE1","","Synthetic organic","381744887","47279808","","","","","6-chloro-N4-cyclopropyl-N4-(2-thienylmethyl)-2,4-pyrimidinediamine","","1252362-53-0","",""
"9396","LRRK2-IN-1","","Synthetic organic","328083498","46843906","CHEMBL2012582","","","","2-[2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidine-1-carbonyl]anilino]-5,11-dimethylpyrimido[4,5-b][1,4]benzodiazepin-6-one","","1234480-84-2","",""
"2192","LS-192629","","Synthetic organic","135650535","9690136","CHEMBL1254024","","","","(2S,4Z)-N-[(2S)-2-hydroxy-2-phenylethyl]-4-methoxyimino-1-[4-(2-methylphenyl)benzoyl]pyrrolidine-2-carboxamide","","","",""
"154","(+)-LSD","","Synthetic organic","135650537","638252","","","","","(4S,7R)-N,N-diethyl-6-methyl-6,11-diazatetracyclo[7.6.1.0^{2,7}.0^{12,16}]hexadeca-1(16),2,9,12,14-pentaene-4-carboxamide","","","",""
"726","L-serine","","Metabolite","135651510","5951","CHEMBL11298","CHEBI:17115","","","(2S)-2-amino-3-hydroxypropanoic acid","serine","56-45-1","DB00133","4127"
"1411","L-serine-O-phosphate","","Metabolite","135651511","68841","CHEMBL284377","CHEBI:15811","","","(2S)-2-amino-3-phosphonooxypropanoic acid","dexfosfoserine","407-41-0","DB04522","4120"
"9121","LSN2424100","","Synthetic organic","315661206","121231398","","","","","4-fluoro-N-(1H-imidazol-2-ylmethyl)-N-(2-phenylphenyl)benzene-1-sulfonamide","","","",""
"6394","LSN2463359","","Synthetic organic","178103010","72551298","CHEMBL2431212","","","","N-(propan-2-yl)-5-[2-(pyridin-4-yl)ethynyl]pyridine-2-carboxamide","","1401031-52-4","",""
"6395","LSN2814617","","Synthetic organic","178103011","53252525","CHEMBL2431211","","","","5-[(7S)-3-tert-butyl-5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-7-yl]-3-(4-fluorophenyl)-1,2,4-oxadiazole","","","",""
"11927","LSN3318839","","Synthetic organic","461663482","162641136","","","","","(2R)-2-(2-{1-[(1R)-1-(2,6-dichloro-3-cyclopropylphenyl)ethyl]-1H-imidazo[4,5-c]pyridin-6-yl}phenyl)propanoic acid","","","",""
"6739","LSP1-2111","","Synthetic organic","178103350","46898088","CHEMBL3114672","","","","(2S)-2-amino-4-{hydroxy[hydroxy(4-hydroxy-3-methoxy-5-nitrophenyl)methyl]phosphoryl}butanoic acid","","","",""
"6706","LSP4-2022","","Synthetic organic","178103317","71041983","CHEMBL3114673","","","","(2S)-2-amino-4-({[4-(carboxymethoxy)phenyl](hydroxy)methyl}(hydroxy)phosphoryl)butanoic acid","","","",""
"12145","LSZ102","","Synthetic organic","472319267","118574930","","","","","","","","",""
"5214","LTA<sub>4</sub>","","Metabolite","178101899","5280383","CHEMBL69439","CHEBI:15651","","","4-[(2S,3S)-3-[(1E,3E,5Z,8Z)-tetradeca-1,3,5,8-tetraen-1-yl]oxiran-2-yl]butanoic acid","","72059-45-1","",""
"2487","LTB<sub>4</sub>","","Metabolite","53801088","5280492","CHEMBL65061","CHEBI:15647","","","(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid","","71160-24-2","",""
"3354","LTC<sub>4</sub>","","Metabolite","135651512","5280493","CHEMBL451509","CHEBI:16978","","","(5S,6R,7E,9E,11Z,14Z)-6-[(2R)-2-[[(4S)-4-amino-5-hydroxy-5-oxopentanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid","","72025-60-6","",""
"3353","LTD<sub>4</sub>","","Metabolite","135651513","6435286","CHEMBL1521056","CHEBI:28666","","","(5S,6R,7E,9E,11Z,14Z)-6-({2-amino-2-[(carboxymethyl)carbamoyl]ethyl}sulfanyl)-5-hydroxyicosa-7,9,11,14-tetraenoic acid","","73836-78-9","",""
"3352","LTE<sub>4</sub>","","Metabolite","135651514","5280879","CHEMBL509456","CHEBI:15650","","","(5S,6R,7E,9E,11Z,14Z)-6-[(2R)-2-amino-3-hydroxy-3-oxopropyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid","","75715-89-8","",""
"13163","LTGO-33","","Synthetic organic","491299945","169124157","","","","","2-(4-fluoro-2-methylphenoxy)-N-[3-(methylsulfonimidoyl)phenyl]-5-(trifluoromethyl)pyridine-3-carboxamide","","","",""
"4785","L-threonine","","Metabolite","178101487","6288","CHEMBL291747","CHEBI:16857","","","(2S,3R)-2-amino-3-hydroxybutanoic acid","threonine","72-19-5","DB00156","4254"
"8385","LTK-14","","Synthetic organic","252166597","25226432","","","","","(1S,3S,9R,11R)-7-(3-hydroxy-4-methoxybenzoyl)-4,4,10,10-tetramethyl-3,9,11-tris(3-methylbut-2-en-1-yl)-5-oxatricyclo[7.3.1.0<sup>1</sup>,<sup>6</sup>]tridec-6-ene-8,13-dione","","","",""
"4516","L-trans-2,4-pyrolidine dicarboxylate","","Synthetic organic","178101241","40466934","","","","","(2S,4R)-pyrrolidin-1-ium-2,4-dicarboxylate","","","",""
"12424","L-Trp-Trp-Trp","","Peptide","479821215","44398561","CHEMBL434535","","","","(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-(1H-indol-3-yl)propanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-3-(1H-indol-3-yl)propanoic acid","","","",""
"717","L-tryptophan","","Metabolite","135651515","6305","CHEMBL54976","CHEBI:16828","","","(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid","tryptophan","73-22-3","DB00150","2780"
"5898","LTX<sup>(N4C)</sup>","","Peptide","178102521","","","","","","","","","",""
"4791","L-tyrosine","","Metabolite","178101493","6057","CHEMBL925","CHEBI:17895","","","(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid","tyrosine","60-18-4","DB00135","2786"
"2029","[L-Tyr<sup>8</sup>]CYN 154806","","Peptide","135652271","","","","","","","","195520-58-2","",""
"4756","LU32-176B","","Synthetic organic","178101466","11749893","","","","","4-{[4,4-bis(4-fluorophenyl)butyl]amino}-4,5,6,7-tetrahydro-1,2-benzoxazol-3-ol","","","",""
"5435","LuAE51090","","Synthetic organic","178102087","44207909","CHEMBL1242923","","","","N-{1-[3-(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-4-yl)propyl]piperidin-4-yl}-2-phenylacetamide","","","",""
"6237","Lu AF21934","","Synthetic organic","178102858","73755199","","","","","(1S,2R)-2-[(aminooxy)methyl]-N-(3,4-dichlorophenyl)cyclohexane-1-carboxamide","","","",""
"4242","lubiprostone","","Synthetic organic","178101059","157920","CHEMBL1201134","","","","7-[(2R,4aR,5R,7aR)-2-(1,1-difluoropentyl)-2-hydroxy-6-oxo-3,4,4a,5,7,7a-hexahydrocyclopenta[e]pyran-5-yl]heptanoic acid","lubiprostone","333963-40-9","DB01046","4123"
"7649","lucitanib","","Synthetic organic","223365984","25031915","CHEMBL2220486","CHEBI:65209","","","6-[7-[(1-aminocyclopropyl)methoxy]-6-methoxyquinolin-4-yl]oxy-N-methylnaphthalene-1-carboxamide","lucitanib","1058137-23-7","",""
"376","LUF5831","","Synthetic organic","135650538","135494270","CHEMBL175788","","","","2-Amino-6-(2-hydroxy-ethylsulfanyl)-4-(4-hydroxy-phenyl)-pyridine-3,5-dicarbonitrile","","333963-57-8","",""
"9813","LUF5962","","Synthetic organic","354702285","11617054","CHEMBL207824","","","","8-cyclopentyl-2,6-diphenyl-7H-purine","","","",""
"5607","LUF5981","","Synthetic organic","178102241","16109435","CHEMBL219160","","","","2-cyclohexyl-5,7-di(phenyl)-1H-imidazo[4,5-b]pyridine","","","",""
"9446","LUF6000","","Synthetic organic","329968386","11711282","","","","","2-cyclohexyl-N-(3,4-dichlorophenyl)-3H-imidazo[5,4-c]quinolin-4-amine","","","",""
"9447","LUF6096","","Synthetic organic","329968387","25191023","","","","","N-[2-(3,4-dichloroanilino)quinolin-4-yl]cyclohexanecarboxamide","","","",""
"7847","LUF6200","","Synthetic organic","223366177","86277846","","","","","ethyl[2-(4-nitrophenoxy)ethyl][2-(4-nitrophenyl)ethyl]amine","","","",""
"10447","LUF7244","","Synthetic organic","385612207","127042386","CHEMBL3740151","","","","2-[4-(3-chlorobenzoyl)phenoxy]-N-(pyridin-3-yl)acetamide","","","",""
"10351","LUF7602","","Synthetic organic","384403632","138393285","","","","","4-((3(8-Methoxy-2,4-dioxo-3-propyl-3,4-dihydropyrido[2,1-f]purin-1(2H)yl)propyl)carbamoyl)benzenesulfonyl Fluoride","","","",""
"11249","lufotrelvir","","Synthetic organic","434122309","154699467","","","","","[(3S)-3-[(2S)-2-[(4-methoxy-1H-indol-2-yl)formamido]-4-methylpentanamido]-2-oxo-4-[(3S)-2-oxopyrrolidin-3-yl]butoxy]phosphonic acid","lufotrelvir","","",""
"7366","luliconazole","","Synthetic organic","178103938","3003141","CHEMBL2105689","","","","(2E)-2-[(4R)-4-(2,4-dichlorophenyl)-1,3-dithiolan-2-ylidene]-2-imidazol-1-ylacetonitrile","luliconazole","187164-19-8","DB08933","4813"
"8460","lulizumab pegol","","Antibody","252166670","","","","","","","lulizumab pegol","","",""
"7481","lumacaftor","","Synthetic organic","187051784","16678941","CHEMBL2103870","","","","3-[6-[[1-(2,2-difluoro-1,3-benzodioxol-5-yl)cyclopropanecarbonyl]amino]-3-methylpyridin-2-yl]benzoic acid","lumacaftor","936727-05-8","","5010"
"9099","lumateperone","","Synthetic organic","315661184","9821941","CHEMBL3545045","","","","","lumateperone","313368-91-1","DB06077",""
"9969","lumefantrine","","Synthetic organic","374883856","6437380","CHEMBL38827","CHEBI:156095","","","2-(dibutylamino)-1-[(9Z)-2,7-dichloro-9-[(4-chlorophenyl)methylidene]fluoren-4-yl]ethanol","lumefantrine","82186-77-4","DB06708","1617"
"11053","luminamicin","","Natural product","405560494","6438852","","","","","","","99820-21-0","",""
"9261","luminespib","","Synthetic organic","315661336","135539077","","","","","","luminespib","","",""
"2897","lumiracoxib","","Synthetic organic","178100246","151166","CHEMBL404108","CHEBI:524824","","","2-[2-[(2-chloro-6-fluorophenyl)amino]-5-methylphenyl]acetic acid","lumiracoxib","220991-20-8","DB01283","1618"
"12931","LUNA18","","Peptide","485206052","169422743","","","","","(2S)-2-[(2S)-2-(1-{1-[(2S)-1-[(2S)-2-{2-[(2S)-2-{1-[(2S)-1-[(2S)-2-[(2S,3S)-2-amino-N,3-dimethylpentanamido]propanoyl]azetidin-2-yl]-N-ethylformamido}-N-methyl-3-(4-methylphenyl)propanamido]acetamido}-4-[3,5-difluoro-4-(trifluoromethyl)phenyl]butanoyl]pyrrolidine-2-amido]cyclopentyl}-N-methylformamido)-2-cyclopentyl-N-methylacetamido]-N'-[(1S)-1-{[(1S,2S)-1-(dimethylcarbamoyl)-2-methylbutyl]carbamoyl}-3-methylbutyl]-N,N,N'-trimethylbutanediamide","","","",""
"11382","lunacalcipol","","Synthetic organic","440816751","10672195","CHEMBL2105705","","","","(1R,3S,5Z)-5-[(2E)-2-[(3aS,7aS)-1-[(E,2R)-5-tert-butylsulfonylpent-4-en-2-yl]-7a-methyl-3a,5,6,7-tetrahydro-3H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol","lunacalcipol","250384-82-8","",""
"13212","lunbotinib","","Synthetic organic","491299994","146013180","","","","","2-[6-[6-[[6-(4-fluoropyrazol-1-yl)pyridin-3-yl]methyl]-3,6-diazabicyclo[3.1.1]heptan-3-yl]pyridin-3-yl]-6-methyl-N-(5-methyl-1H-pyrazol-3-yl)pyrimidin-4-amine","lunbotinib","2479961-46-9","",""
"13211","lunresertib","","Synthetic organic","491299993","156869388","CHEMBL5199076","","","","2-amino-1-(3-hydroxy-2,6-dimethylphenyl)-5,6-dimethylpyrrolo[2,3-b]pyridine-3-carboxamide","lunresertib","2719793-90-3","",""
"12445","lupulone","","Natural product","479821235","68051","CHEMBL480267","CHEBI:6574","","","3,5-dihydroxy-2-(3-methylbutanoyl)-4,6,6-tris(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one","","","",""
"7461","lurasidone","","Synthetic organic","187051764","213046","CHEMBL1237021","CHEBI:70735","","","","lurasidone","367514-87-2","DB08815","4168"
"10681","lurbinectedin","","Synthetic organic","404859128","57327016","","","","","","lurbinectedin","497871-47-3","","5398"
"10538","luspatercept","","Peptide","387065620","","","","","","","luspatercept","","DB12281",""
"10032","lusutrombopag","","Synthetic organic","375973220","49843517","CHEMBL2107831","CHEBI:136051","","","(E)-3-[2,6-dichloro-4-[[4-[3-[(1S)-1-hexoxyethyl]-2-methoxyphenyl]-1,3-thiazol-2-yl]carbamoyl]phenyl]-2-methylprop-2-enoic acid","lusutrombopag","1110766-97-6","DB13125","5059"
"11568","LUT014","","Synthetic organic","441604940","138319775","","","","","6-methyl-5-N-[3-(7H-purin-6-yl)pyridin-2-yl]-1-N-[3-(trifluoromethoxy)phenyl]isoquinoline-1,5-diamine","","2274819-46-2","",""
"13099","lutein","","Natural product","491299881","5281243","CHEMBL173929","CHEBI:28838","","","(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1R,4R)-4-hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol","","","DB00137",""
"5215","luteolin","","Natural product","178101900","5280445","CHEMBL151","CHEBI:15864","","","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one","","491-70-3","",""
"9297","lutikizumab","","Antibody","318164816","","","","","","","lutikizumab","","",""
"11664","luvixasertib","","Synthetic organic","442878690","118086034","","","","","N-cyclopropyl-4-[7-[(3-hydroxy-3-methylcyclobutyl)methylamino]-5-pyridin-3-yloxypyrazolo[1,5-a]pyrimidin-3-yl]-2-methylbenzamide","","1610759-22-2","",""
